tourney_name,winner_name,loser_name,minutes
Wimbledon,Thomas Johansson,Vincent Spadea,210.0
Wimbledon,Dmitry Tursunov,Nicolas Mahut,232.0
Wimbledon,Jurgen Melzer,Ivan Ljubicic,194.0
Wimbledon,Arnaud Clement,Jonas Bjorkman,208.0
Wimbledon,Marc Gicquel,Ilija Bozoljac,212.0
Wimbledon,Simone Bolelli,Fernando Gonzalez,182.0
Wimbledon,Mario Ancic,Philipp Petzschner,199.0
Wimbledon,Andreas Seppi,Florent Serra,182.0
Wimbledon,Simon Stadler,Thomaz Bellucci,222.0
Wimbledon,Janko Tipsarevic,Andy Roddick,187.0
Wimbledon,Rainer Schuettler,James Blake,200.0
Wimbledon,Marin Cilic,Jarkko Nieminen,197.0
Wimbledon,Radek Stepanek,Viktor Troicki,196.0
Wimbledon,Mikhail Youzhny,Stefano Galvani,205.0
Wimbledon,Mario Ancic,David Ferrer,191.0
Wimbledon,Mikhail Youzhny,Radek Stepanek,255.0
Wimbledon,Mario Ancic,Fernando Verdasco,230.0
Wimbledon,Feliciano Lopez,Marcos Baghdatis,222.0
Wimbledon,Rainer Schuettler,Janko Tipsarevic,186.0
Wimbledon,Andy Murray,Richard Gasquet,238.0
Wimbledon,Rainer Schuettler,Arnaud Clement,312.0
Wimbledon,Rafael Nadal,Roger Federer,288.0
US Open,Ryler Deheart,Olivier Rochus,223.0
US Open,Mardy Fish,Robert Smeets,198.0
US Open,Juan Martin del Potro,Guillermo Canas,204.0
US Open,Thomaz Bellucci,Oscar Hernandez,192.0
US Open,Yen Hsun Lu,Nicolas Lapentti,236.0
US Open,Flavio Cipolla,Jan Hernych,245.0
US Open,Jurgen Melzer,Feliciano Lopez,185.0
US Open,Michael Llodra,Teymuraz Gabashvili,204.0
US Open,Bobby Reynolds,Tomas Zib,257.0
US Open,Marin Cilic,Julien Benneteau,260.0
US Open,Dmitry Tursunov,Eduardo Schwank,186.0
US Open,Tommy Haas,Richard Gasquet,217.0
US Open,Thiago Alves,Paul Capdeville,222.0
US Open,Sam Querrey,Nicolas Devilder,187.0
US Open,Juan Martin del Potro,Thomaz Bellucci,183.0
US Open,Flavio Cipolla,Yen Hsun Lu,188.0
US Open,Jarkko Nieminen,Ivo Minar,187.0
US Open,Gilles Muller,Tommy Haas,191.0
US Open,Kei Nishikori,David Ferrer,214.0
US Open,Juan Martin del Potro,Gilles Simon,225.0
US Open,Stan Wawrinka,Flavio Cipolla,251.0
US Open,Andy Murray,Jurgen Melzer,231.0
US Open,Novak Djokovic,Marin Cilic,232.0
US Open,Gilles Muller,Nicolas Almagro,234.0
US Open,Rafael Nadal,Sam Querrey,192.0
US Open,Novak Djokovic,Tommy Robredo,223.0
US Open,Gilles Muller,Nikolay Davydenko,187.0
US Open,Roger Federer,Igor Andreev,211.0
US Open,Andy Murray,Juan Martin del Potro,237.0
US Open,Andy Murray,Rafael Nadal,211.0
Australian Open,Janko Tipsarevic,Joseph Sirianni,220.0
Australian Open,Michael Russell,Fabio Fognini,183.0
Australian Open,Simone Bolelli,Rajeev Ram,187.0
Australian Open,Dmitry Tursunov,Xavier Malisse,183.0
Australian Open,Marcos Baghdatis,Thomas Johansson,188.0
Australian Open,Vincent Spadea,Radek Stepanek,186.0
Australian Open,Igor Andreev,Andrei Pavel,182.0
Australian Open,Alejandro Falla,Kevin Anderson,246.0
Australian Open,Sam Warburg,Juan Pablo Brzezicki,207.0
Australian Open,Jo-Wilfried Tsonga,Andy Murray,192.0
Australian Open,Ivo Karlovic,Jamie Baker,209.0
Australian Open,Marc Gicquel,Yen Hsun Lu,270.0
Australian Open,Nicolas Mahut,Jose Acasuso,228.0
Australian Open,Michael Berrer,Donald Young,199.0
Australian Open,Tommy Robredo,Mischa Zverev,238.0
Australian Open,Stefan Koubek,Carlos Moya,214.0
Australian Open,Gilles Simon,Bobby Reynolds,222.0
Australian Open,Rainer Schuettler,Arnaud Clement,192.0
Australian Open,Juan Monaco,Amer Delic,251.0
Australian Open,Sebastien Grosjean,Robin Haase,181.0
Australian Open,Sam Querrey,Dmitry Tursunov,193.0
Australian Open,Lleyton Hewitt,Denis Istomin,184.0
Australian Open,Marcos Baghdatis,Marat Safin,192.0
Australian Open,Vincent Spadea,Denis Gremelmayr,227.0
Australian Open,Guillermo Garcia Lopez,Alejandro Falla,212.0
Australian Open,Mikhail Youzhny,Andreas Seppi,199.0
Australian Open,Paul Henri Mathieu,Paul Capdeville,183.0
Australian Open,Roger Federer,Janko Tipsarevic,265.0
Australian Open,James Blake,Sebastien Grosjean,185.0
Australian Open,Lleyton Hewitt,Marcos Baghdatis,283.0
Australian Open,Philipp Kohlschreiber,Andy Roddick,230.0
Australian Open,Paul Henri Mathieu,Stefan Koubek,238.0
Australian Open,David Ferrer,Juan Carlos Ferrero,185.0
Australian Open,Jo-Wilfried Tsonga,Richard Gasquet,195.0
Australian Open,Jarkko Nieminen,Philipp Kohlschreiber,211.0
Australian Open,Novak Djokovic,Jo-Wilfried Tsonga,185.0
Masters Cup,Andy Murray,Roger Federer,181.0
Acapulco,Guillermo Canas,Carlos Berlocq,192.0
Chennai,Rafael Nadal,Carlos Moya,235.0
Beijing Olympics,Nicolas Kiefer,Kevin Anderson,201.0
San Francisco,Brad Gilbert,Richey Reneberg,191.0
Stuttgart Indoor,Michael Stich,Richard Krajicek,226.0
Indian Wells Masters,Wayne Ferreira,Emilio Sanchez,186.0
Osaka,Shuzo Matsuoka,Jonathan Stark,186.0
Barcelona,Francisco Clavet,Marcelo Filippini,182.0
Tokyo Outdoor,Hideki Kaneko,Yasufumi Yamamoto,182.0
Nice,Marcos Ondruska,Thierry Guardiola,183.0
Nice,Fabrice Santoro,Franco Davin,191.0
Hamburg Masters,Michael Stich,Andrei Chesnokov,192.0
Rome Masters,Michael Chang,Andrei Chesnokov,219.0
Bologna,Jordi Burillo,Andrei Cherkasov,197.0
Roland Garros,Carsten Arriens,Thomas Enqvist,208.0
Roland Garros,Patrik Kuhnen,Jean Philippe Fleurian,210.0
Roland Garros,Stephane Huet,Ivan Lendl,203.0
Roland Garros,Andrei Medvedev,Guillermo Perez Roldan,226.0
Roland Garros,Mark Woodforde,Diego Perez,192.0
Roland Garros,Brett Steven,Guillaume Raoux,190.0
Roland Garros,Marc Kevin Goellner,David Wheaton,229.0
Roland Garros,Marc Rosset,Chuck Adams,200.0
Roland Garros,Kenneth Carlsen,Emilio Sanchez,230.0
Roland Garros,Bernd Karbacher,Thierry Guardiola,286.0
Roland Garros,Shuzo Matsuoka,Fabrice Santoro,217.0
Roland Garros,Cedric Pioline,Sandon Stolle,186.0
Roland Garros,Brad Gilbert,Bryan Shelton,232.0
Roland Garros,Jonas Svensson,Javier Sanchez,215.0
Roland Garros,Jonathan Stark,Horacio De La Pena,200.0
Roland Garros,Mark Woodforde,Brett Steven,200.0
Roland Garros,Jordi Arrese,Todd Woodbridge,198.0
Roland Garros,Stefano Pescosolido,Kenneth Carlsen,250.0
Roland Garros,Thomas Muster,Cedric Pioline,191.0
Roland Garros,Fernando Meligeni,Patrik Kuhnen,188.0
Roland Garros,Andrei Medvedev,Gabriel Markus,184.0
Roland Garros,Marc Kevin Goellner,Mark Woodforde,229.0
Roland Garros,Karel Novacek,Stefano Pescosolido,211.0
Roland Garros,Slava Dosedel,Rodolphe Gilbert,199.0
Roland Garros,Jim Courier,Jeff Tarango,200.0
Roland Garros,Stefan Edberg,Paul Haarhuis,195.0
Roland Garros,Richard Krajicek,Carlos Costa,252.0
Roland Garros,Richard Krajicek,Karel Novacek,186.0
Florence,Javier Sanchez,Marcelo Filippini,215.0
Wimbledon,Ivan Lendl,Brian Devening,220.0
Bastad,Horst Skoff,Bart Wuyts,182.0
Stuttgart Outdoor,Magnus Gustafsson,Michael Stich,188.0
Washington,Johan Carlsson,Ronald Agenor,184.0
Indianapolis,Richey Reneberg,Jaime Yzaga,189.0
Long Island,Cedric Pioline,Michael Stich,187.0
Schenectady,Karel Novacek,Jamie Morgan,188.0
Bucharest,Jordi Arrese,Horacio De La Pena,191.0
Athens,Gilbert Schaller,Mark Koevermans,192.0
Sydney Indoor,Jaime Yzaga,Petr Korda,192.0
Tel Aviv,Andrei Cherkasov,Andrea Gaudenzi,234.0
Sao Paulo,Jordi Arrese,Fernando Meligeni,205.0
Buenos Aires,Jordi Arrese,Younes El Aynaoui,183.0
Atp Cup,Daniel Evans,Alex De Minaur,203.0
Atp Cup,Steve Darcis,Alexander Cozbinov,190.0
Auckland,Marco Cecchinato,Leonardo Mayer,187.0
Australian Open,Aljaz Bedene,James Duckworth,236.0
Australian Open,Ernests Gulbis,Felix Auger Aliassime,215.0
Australian Open,Kevin Anderson,Ilya Ivashka,234.0
Australian Open,Alex Bolt,Albert Ramos,204.0
Australian Open,Jaume Munar,Hugo Gaston,209.0
Australian Open,John Isner,Thiago Monteiro,207.0
Australian Open,Alejandro Tabilo,Daniel Elahi Galan,203.0
Australian Open,Pierre Hugues Herbert,Cameron Norrie,222.0
Australian Open,Nikoloz Basilashvili,Soon Woo Kwon,235.0
Australian Open,Egor Gerasimov,Casper Ruud,214.0
Australian Open,Gregoire Barrere,Mohamed Safwat,207.0
Australian Open,Fabio Fognini,Reilly Opelka,218.0
Australian Open,Marton Fucsovics,Denis Shapovalov,193.0
Australian Open,Hubert Hurkacz,Dennis Novak,185.0
Australian Open,John Millman,Ugo Humbert,204.0
Australian Open,Filip Krajinovic,Quentin Halys,234.0
Australian Open,Benoit Paire,Cedrik Marcel Stebe,199.0
Australian Open,Alejandro Davidovich Fokina,Norbert Gombos,184.0
Australian Open,Marc Polmans,Mikhail Kukushkin,257.0
Australian Open,Daniel Evans,Mackenzie Mcdonald,201.0
Australian Open,Karen Khachanov,Mikael Ymer,274.0
Australian Open,Taylor Fritz,Kevin Anderson,201.0
Australian Open,Dominic Thiem,Alex Bolt,202.0
Australian Open,Stan Wawrinka,Andreas Seppi,218.0
Australian Open,David Goffin,Pierre Hugues Herbert,186.0
Australian Open,Tennys Sandgren,Matteo Berrettini,203.0
Australian Open,Fabio Fognini,Jordan Thompson,245.0
Australian Open,Tommy Paul,Grigor Dimitrov,259.0
Australian Open,Marin Cilic,Benoit Paire,213.0
Australian Open,Nick Kyrgios,Karen Khachanov,266.0
Australian Open,Roger Federer,John Millman,243.0
Australian Open,Marin Cilic,Roberto Bautista Agut,250.0
Australian Open,Rafael Nadal,Nick Kyrgios,218.0
Australian Open,Stan Wawrinka,Daniil Medvedev,205.0
Australian Open,Tennys Sandgren,Fabio Fognini,207.0
Australian Open,Dominic Thiem,Rafael Nadal,250.0
Australian Open,Roger Federer,Tennys Sandgren,211.0
Australian Open,Dominic Thiem,Alexander Zverev,222.0
Australian Open,Novak Djokovic,Dominic Thiem,239.0
Cordoba,Albert Ramos,Pablo Andujar,199.0
Pune,Jiri Vesely,Ricardas Berankis,182.0
Buenos Aires,Diego Schwartzman,Pablo Cuevas,221.0
Buenos Aires,Guido Pella,Facundo Bagnis,192.0
ATP Rio de Janeiro,Thiago Monteiro,Guido Pella,183.0
ATP Rio de Janeiro,Carlos Alcaraz,Albert Ramos,216.0
ATP Rio de Janeiro,Cristian Garin,Andrej Martin,189.0
ATP Rio de Janeiro,Thiago Seyboth Wild,Alejandro Davidovich Fokina,229.0
Santiago,Renzo Olivo,Pablo Cuevas,203.0
Us Open,Pablo Carreno Busta,Yasutaka Uchiyama,201.0
Us Open,Ricardas Berankis,Federico Gaio,186.0
Us Open,Steve Johnson,John Isner,230.0
Us Open,Marcos Giron,Marc Polmans,225.0
Us Open,Cristian Garin,Ulises Blanch,192.0
Us Open,Cameron Norrie,Diego Schwartzman,239.0
Us Open,Jack Sock,Pablo Cuevas,195.0
Us Open,Alexander Zverev,Kevin Anderson,187.0
Us Open,Emil Ruusuvuori,Aljaz Bedene,189.0
Us Open,Casper Ruud,Mackenzie Mcdonald,222.0
Us Open,Salvatore Caruso,James Duckworth,200.0
Us Open,Frances Tiafoe,Andreas Seppi,182.0
Us Open,Christopher Oconnell,Laslo Djere,189.0
Us Open,Karen Khachanov,Jannik Sinner,224.0
Us Open,Felix Auger Aliassime,Thiago Monteiro,231.0
Us Open,Andy Murray,Yoshihito Nishioka,279.0
Us Open,Marin Cilic,Denis Kudla,213.0
Us Open,Novak Djokovic,Kyle Edmund,193.0
Us Open,Denis Shapovalov,Soon Woo Kwon,222.0
Us Open,Borna Coric,Juan Ignacio Londero,259.0
Us Open,Mikhail Kukushkin,Cristian Garin,239.0
Us Open,Salvatore Caruso,Ernesto Escobedo,189.0
Us Open,Marton Fucsovics,Grigor Dimitrov,290.0
Us Open,Frances Tiafoe,John Millman,237.0
Us Open,Vasek Pospisil,Milos Raonic,198.0
Us Open,Alex De Minaur,Richard Gasquet,182.0
Us Open,Corentin Moutet,Daniel Evans,255.0
Us Open,Denis Shapovalov,Taylor Fritz,206.0
Us Open,Borna Coric,Stefanos Tsitsipas,276.0
Us Open,Vasek Pospisil,Roberto Bautista Agut,220.0
Us Open,Alex De Minaur,Karen Khachanov,182.0
Us Open,Denis Shapovalov,David Goffin,210.0
Us Open,Pablo Carreno Busta,Denis Shapovalov,248.0
Us Open,Alexander Zverev,Borna Coric,205.0
Us Open,Alexander Zverev,Pablo Carreno Busta,203.0
Us Open,Dominic Thiem,Alexander Zverev,242.0
Rome Masters,Diego Schwartzman,Denis Shapovalov,195.0
Roland Garros,Daniel Elahi Galan,Cameron Norrie,222.0
Roland Garros,Tennys Sandgren,Hubert Hurkacz,271.0
Roland Garros,Marc Polmans,Ugo Humbert,182.0
Roland Garros,Guido Pella,Salvatore Caruso,225.0
Roland Garros,Jan Lennard Struff,Frances Tiafoe,240.0
Roland Garros,Marton Fucsovics,Daniil Medvedev,197.0
Roland Garros,Marcos Giron,Quentin Halys,262.0
Roland Garros,Andrey Rublev,Sam Querrey,197.0
Roland Garros,Denis Shapovalov,Gilles Simon,209.0
Roland Garros,Nikola Milojevic,Filip Krajinovic,190.0
Roland Garros,Aljaz Bedene,Arthur Rinderknech,203.0
Roland Garros,Stefanos Tsitsipas,Jaume Munar,192.0
Roland Garros,Lorenzo Sonego,Emilio Gomez,247.0
Roland Garros,Taylor Fritz,Tomas Machac,219.0
Roland Garros,Norbert Gombos,Borna Coric,182.0
Roland Garros,Jurij Rodionov,Jeremy Chardy,276.0
Roland Garros,Lorenzo Giustino,Corentin Moutet,365.0
Roland Garros,Juan Ignacio Londero,Federico Delbonis,294.0
Roland Garros,Federico Coria,Jason Jung,199.0
Roland Garros,Kei Nishikori,Daniel Evans,229.0
Roland Garros,Cristian Garin,Marc Polmans,221.0
Roland Garros,Karen Khachanov,Jiri Vesely,215.0
Roland Garros,Marton Fucsovics,Albert Ramos,182.0
Roland Garros,Kevin Anderson,Dusan Lajovic,189.0
Roland Garros,Roberto Carballes Baena,Denis Shapovalov,300.0
Roland Garros,Hugo Gaston,Yoshihito Nishioka,182.0
Roland Garros,Alexander Zverev,Pierre Hugues Herbert,239.0
Roland Garros,Stefano Travaglia,Kei Nishikori,233.0
Roland Garros,Pablo Carreno Busta,Roberto Bautista Agut,202.0
Roland Garros,Lorenzo Sonego,Taylor Fritz,187.0
Roland Garros,Hugo Gaston,Stan Wawrinka,190.0
Roland Garros,Andrey Rublev,Marton Fucsovics,234.0
Roland Garros,Dominic Thiem,Hugo Gaston,212.0
Roland Garros,Jannik Sinner,Alexander Zverev,181.0
Roland Garros,Novak Djokovic,Pablo Carreno Busta,190.0
Roland Garros,Diego Schwartzman,Dominic Thiem,308.0
Roland Garros,Novak Djokovic,Stefanos Tsitsipas,234.0
Roland Garros,Rafael Nadal,Diego Schwartzman,189.0
Paris Masters,Ugo Humbert,Stefanos Tsitsipas,196.0
Sofia,John Millman,Gilles Simon,195.0
Davis Cup QLS R1: AUS vs BRA,John Millman,Thiago Monteiro,185.0
Antwerp,Ugo Humbert,Daniel Evans,192.0
Cordenons CH,Walter Trusendi,Guilherme Clezar,222.0
Santiago CH,Wayne Odesnik,Emilio Gomez,185.0
Blumenau CH,Andres Molteni,Maximo Gonzalez,215.0
Blumenau CH,Ricardo Hocevar,Joao Walendowsky,191.0
Milan CH,Juan Lizariturry,Gianni Mina,193.0
Todi CH,Aljaz Bedene,Andreas Haider Maurer,184.0
San Benedetto CH,Borna Coric,Roberto Carballes Baena,217.0
Furth CH,Inigo Cervantes Huegun,Hans Podlipnik Castillo,192.0
Rome Masters,Blaz Rola,Daniel Gimeno Traver,190.0
Aptos CH,Somdev Devvarman,Ze Zhang,182.0
Pereira CH,Victor Estrella,Joao Souza,197.0
Buenos Aires,Maximo Gonzalez,Guilherme Clezar,188.0
Roland Garros,Miloslav Mecir Jr,Marsel Ilhan,185.0
Roland Garros,James Ward,Blaz Rola,181.0
Wimbledon,Luke Saville,Yann Marti,239.0
Wimbledon,Tatsuma Ito,Ricardas Berankis,194.0
Australian Open,Paul Capdeville,Luke Saville,181.0
Salinas CH,Andrea Collarini,Emilio Gomez,182.0
Shanghai CH,Yoshihito Nishioka,Somdev Devvarman,184.0
Sao Paulo2 CH,Axel Michon,Joao Souza,229.0
Chitre CH,Andre Ghem,Chase Buchanan,199.0
Morelos CH,Miguel Angel Reyes Varela,Giovanni Lapentti,190.0
Vicenza CH,Juan Ignacio Londero,Guido Andreozzi,194.0
Tianjin CH,Valery Rudnev,Hiroki Kondo,204.0
Biella CH,Maxime Chazal,Walter Trusendi,202.0
Kenitra CH,Roberto Carballes Baena,Aljaz Bedene,194.0
Indore CH,Ramkumar Ramanathan,Ti Chen,196.0
Seville CH,David Vega Hernandez,Lorenzo Giustino,200.0
Poznan CH,Miljan Zekic,Blazej Koniusz,191.0
Granby CH,Adam El Mihdawy,Gonzalo Escobar,195.0
Sydney Outdoor,Michael Tebbutt,Lleyton Hewitt,184.0
Australian Open,Daniel Vacek,Lleyton Hewitt,195.0
Australian Open,Sebastien Lareau,Magnus Norman,250.0
Australian Open,Richard Fromberg,Todd Larkham,197.0
Australian Open,Nicolas Lapentti,Juan Albert Viloca Puig,215.0
Australian Open,Fabrice Santoro,Emilio Benfele Alvarez,204.0
Australian Open,Steve Campbell,Justin Gimelstob,185.0
Australian Open,Gianluca Pozzi,Arnaud Clement,210.0
Australian Open,Jordi Burillo,Sargis Sargsian,198.0
Australian Open,Christophe Van Garsse,Christian Ruud,209.0
Australian Open,Franco Squillari,Thomas Johansson,225.0
Australian Open,Nicolas Escude,Magnus Larsson,203.0
Australian Open,Jerome Golmard,Tim Henman,259.0
Australian Open,Michael Tebbutt,Marcelo Filippini,195.0
Australian Open,Michael Chang,Kenneth Carlsen,182.0
Australian Open,Patrick Rafter,Jeff Tarango,219.0
Australian Open,Karol Kucera,Daniel Vacek,197.0
Australian Open,Fabrice Santoro,Nicolas Lapentti,187.0
Australian Open,Jerome Golmard,Jan Siemerink,214.0
Australian Open,Nicolas Kiefer,David Wheaton,186.0
Australian Open,Lionel Roux,Jan Apell,182.0
Australian Open,Patrick Rafter,Todd Martin,206.0
Australian Open,Hicham Arazi,Francisco Clavet,192.0
Australian Open,Nicolas Escude,Richey Reneberg,186.0
Australian Open,Petr Korda,Jonas Bjorkman,184.0
Estoril,Carlos Costa,Juan Albert Viloca Puig,183.0
Roland Garros,Guillaume Raoux,Juan Antonio Marin,189.0
Roland Garros,Emilio Benfele Alvarez,Michael Tebbutt,245.0
Roland Garros,Jose Imaz Ruiz,Jean Baptiste Perlant,192.0
Roland Garros,Olivier Delaitre,Arnaud Di Pasquale,203.0
Roland Garros,John Van Lottum,Jan Siemerink,196.0
Roland Garros,Jason Stoltenberg,Galo Blanco,225.0
Roland Garros,Patrick Rafter,Sebastien Lareau,187.0
Roland Garros,Marat Safin,Andre Agassi,192.0
Roland Garros,Cedric Pioline,Marcelo Filippini,231.0
Roland Garros,Rodolphe Gilbert,Albert Portas,210.0
Roland Garros,Gerard Solves,Richey Reneberg,211.0
Roland Garros,Juan Albert Viloca Puig,Javier Sanchez,210.0
Roland Garros,Mariano Zabaleta,Petr Korda,182.0
Roland Garros,Sargis Sargsian,Andrea Gaudenzi,181.0
Roland Garros,Fabrice Santoro,Lucas Arnold Ker,222.0
Roland Garros,Fernando Meligeni,Vincent Spadea,206.0
Roland Garros,Christophe Van Garsse,Scott Draper,193.0
Roland Garros,Bohdan Ulihrach,Mark Philippoussis,202.0
Roland Garros,Hernan Gumy,Gianluca Pozzi,273.0
Roland Garros,Ramon Delgado,Sargis Sargsian,205.0
Roland Garros,Felix Mantilla,Fabrice Santoro,181.0
Roland Garros,Jens Knippschild,Johan Van Herck,196.0
Roland Garros,Alex Corretja,Hernan Gumy,331.0
Roland Garros,Thomas Muster,Fernando Meligeni,199.0
Roland Garros,Cedric Pioline,Marat Safin,200.0
Roland Garros,Cedric Pioline,Hicham Arazi,222.0
Wimbledon,Daniele Bracciali,Martin Lee,200.0
Wimbledon,Alex Obrien,Kenneth Carlsen,181.0
Wimbledon,John Van Lottum,Guillaume Raoux,190.0
Wimbledon,Tim Henman,Jiri Novak,190.0
Wimbledon,Jan Michael Gambill,Sjeng Schalken,225.0
Wimbledon,Byron Black,Richard Fromberg,191.0
Wimbledon,Andrei Medvedev,Marat Safin,190.0
Wimbledon,Marc Rosset,Cedric Pioline,234.0
Wimbledon,Hendrik Dreekmann,Barry Cowan,209.0
Wimbledon,Thomas Johansson,Jim Courier,190.0
Wimbledon,Francisco Clavet,Guillermo Canas,212.0
Wimbledon,Jan Siemerink,Jonas Bjorkman,211.0
Wimbledon,Goran Ivanisevic,Daniel Vacek,194.0
Wimbledon,Goran Ivanisevic,Richard Krajicek,202.0
Stuttgart Outdoor,Carlos Costa,Alex Corretja,208.0
Stuttgart Outdoor,Fernando Vicente,Thomas Muster,191.0
Tour Finals,Alex Corretja,Carlos Moya,241.0
Sydney,Leonardo Mayer,Igor Andreev,191.0
Australian Open,Fernando Verdasco,Carsten Ball,185.0
Australian Open,Ivan Sergeyev,Dudi Sela,202.0
Australian Open,Stefan Koubek,Rajeev Ram,193.0
Australian Open,Marco Chiudinelli,Marinko Matosevic,190.0
Australian Open,Mikhail Youzhny,Richard Gasquet,293.0
Australian Open,Nicolas Almagro,Xavier Malisse,216.0
Australian Open,Marcel Granollers,Robin Soderling,201.0
Australian Open,Thomaz Bellucci,Teymuraz Gabashvili,235.0
Australian Open,Igor Kunitsyn,Jose Acasuso,188.0
Australian Open,Viktor Troicki,Nicolas Lapentti,182.0
Australian Open,Florent Serra,Jurgen Melzer,184.0
Australian Open,John Isner,Andreas Seppi,197.0
Australian Open,Antonio Veic,Daniel Koellerer,237.0
Australian Open,Ivo Karlovic,Radek Stepanek,236.0
Australian Open,Julien Benneteau,David Guez,231.0
Australian Open,Albert Montanes,Stephane Robert,201.0
Australian Open,Marcos Baghdatis,David Ferrer,249.0
Australian Open,Juan Monaco,Michael Llodra,206.0
Australian Open,Tommy Haas,Janko Tipsarevic,200.0
Australian Open,Marin Cilic,Bernard Tomic,228.0
Australian Open,Juan Martin del Potro,James Blake,257.0
Australian Open,Florent Serra,Jarkko Nieminen,231.0
Australian Open,Philipp Kohlschreiber,Wayne Odesnik,185.0
Australian Open,Andy Roddick,Feliciano Lopez,212.0
Australian Open,Fernando Gonzalez,Evgeny Korolev,202.0
Australian Open,Marin Cilic,Stan Wawrinka,200.0
Australian Open,Ivo Karlovic,Ivan Ljubicic,181.0
Australian Open,Rafael Nadal,Philipp Kohlschreiber,210.0
Australian Open,Nikolay Davydenko,Fernando Verdasco,237.0
Australian Open,Jo-Wilfried Tsonga,Nicolas Almagro,213.0
Australian Open,Andy Roddick,Fernando Gonzalez,205.0
Australian Open,Marin Cilic,Juan Martin del Potro,278.0
Australian Open,Jo-Wilfried Tsonga,Novak Djokovic,232.0
Australian Open,Marin Cilic,Andy Roddick,230.0
Australian Open,Andy Murray,Marin Cilic,182.0
Santiago,Eduardo Schwank,Paolo Lorenzi,191.0
Costa Do Sauipe,Pablo Cuevas,Frederico Gil,194.0
Dubai,Novak Djokovic,Mikhail Youzhny,202.0
Indian Wells Masters,Juan Monaco,Juan Carlos Ferrero,181.0
Houston,Nicolas Massu,Ryan Sweeting,205.0
Rome Masters,Stan Wawrinka,Tomas Berdych,184.0
Rome Masters,Fernando Verdasco,Novak Djokovic,198.0
Belgrade,Stan Wawrinka,Viktor Troicki,205.0
Roland Garros,Olivier Rochus,Benoit Paire,198.0
Roland Garros,Fabio Fognini,Nicolas Massu,214.0
Roland Garros,Andy Murray,Richard Gasquet,244.0
Roland Garros,Marco Chiudinelli,Somdev Devvarman,218.0
Roland Garros,Edouard Roger Vasselin,Kevin Anderson,196.0
Roland Garros,Lukas Lacko,Michael Yani,296.0
Roland Garros,Carsten Ball,Philipp Petzschner,226.0
Roland Garros,Josselin Ouanna,Lukasz Kubot,215.0
Roland Garros,Jo-Wilfried Tsonga,Daniel Brands,223.0
Roland Garros,Andy Roddick,Jarkko Nieminen,199.0
Roland Garros,Potito Starace,Illya Marchenko,185.0
Roland Garros,Kei Nishikori,Santiago Giraldo,216.0
Roland Garros,Nicolas Almagro,Robin Haase,214.0
Roland Garros,Alexandr Dolgopolov,Arnaud Clement,225.0
Roland Garros,Mardy Fish,Michael Berrer,196.0
Roland Garros,Horacio Zeballos,Martin Fischer,245.0
Roland Garros,Fabio Fognini,Gael Monfils,256.0
Roland Garros,Leonardo Mayer,Julien Benneteau,192.0
Roland Garros,Andy Murray,Juan Ignacio Chela,210.0
Roland Garros,John Isner,Marco Chiudinelli,191.0
Roland Garros,Mikhail Youzhny,Lukas Lacko,184.0
Roland Garros,Juan Carlos Ferrero,Pere Riba,211.0
Roland Garros,Ivan Ljubicic,Mardy Fish,278.0
Roland Garros,Thomaz Bellucci,Pablo Andujar,207.0
Roland Garros,Lleyton Hewitt,Denis Istomin,188.0
Roland Garros,Marin Cilic,Leonardo Mayer,253.0
Roland Garros,Jo-Wilfried Tsonga,Thiemo De Bakker,186.0
