tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2017-7182,Happy Valley CH,Hard,32,C,20170102,272,125802,,,Ilya Ivashka,R,193,BLR,22.8,105596,,,Jan Satral,R,188,CZE,26.4,6-3 6-4,3,R32,81,6,0,67,42,30,15,10,3,3,1,7,62,28,18,19,9,5,7,179,321,161,371
2004-2165,Nashville CH,Hard,32,C,20041108,3,104224,,Q,Travis Rettenmaier,R,188,USA,21.2,104167,,LL,Todd Widom,R,,USA,21.5,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,485,47,294,113
2008-3352,Bogota CH,Clay,32,C,20080922,22,104268,4,,Alejandro Falla,L,185,COL,24.8,104738,,,Caio Zampieri,R,183,BRA,22.3,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,116,410,243,160
1991-754,Ljubljana CH,Clay,32,C,19910506,25,101703,1,,Guillaume Raoux,R,180,FRA,21.2,102001,7,,German Lopez,R,193,ESP,19.3,6-3 7-5,3,QF,,,,,,,,,,,,,,,,,,,,101,379,140,235
2017-7395,Buenos Aires CH,Clay,32,C,20171009,293,104547,1,,Horacio Zeballos,L,188,ARG,32.4,104216,,,Maximo Gonzalez,R,175,ARG,34.2,6-2 7-6(1),3,R16,113,3,2,83,45,32,19,10,8,10,2,2,72,46,28,10,10,7,11,67,793,236,214
2007-2117,Rimini CH,Clay,32,C,20070716,27,104095,,,David Guez,R,185,FRA,24.6,104736,,,Farrukh Dustov,R,196,UZB,21.1,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,,169,251,186,224
2003-313,Bristol CH,Grass,32,C,20030707,8,102184,8,,David Prinosil,R,185,GER,30.3,103993,,WC,Chris Lewis,R,180,GBR,21.1,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,237,137,502,40
2018-7586,Canberra CH,Hard,32,C,20181029,237,202322,,WC,Erik Holt Crossman,U,,AUS,21.4,120542,,,David Barclay,R,,AUS,28.1,4-6 7-6(2) 6-4,3,Q1,168,9,6,115,68,46,22,16,5,9,10,8,113,69,48,18,16,9,13,,,1582,2
1993-227,Neu Ulm CH,Clay,32,C,19930712,10,101685,,,Markus Naewie,R,190,GER,23.5,102118,,Q,Radomir Vasek,R,188,CZE,20.7,4-6 6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,124,344,481,38
1981-260,Le Touquet CH,Clay,32,C,19810817,276,100246,,,Frank Puncec,R,,RSA,30.1,100464,,,Warren Maher,R,,AUS,24.5,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1999-641,Espinho CH,Clay,32,C,19990426,4,101439,,,Javier Sanchez,R,178,ESP,31.2,101997,8,,Marzio Martelli,R,180,ITA,27.3,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,160,291,119,386
2016-6114,Kazan CH,Hard,32,C,20160314,265,106072,1,,Alexey Vatutin,R,178,RUS,23.3,111193,,,Alexander Vasilenko,R,,RUS,21.0,6-4 6-3,3,Q2,85,3,7,69,42,35,13,10,4,5,5,6,62,38,26,10,9,6,9,293,169,588,53
2014-520,Roland Garros,Clay,128,G,20140526,782,105032,28,,Sam Groth,R,193,AUS,26.6,104893,,,Maxime Authom,R,,BEL,27.1,4-6 6-3 3-0 RET,3,Q2,81,12,1,59,43,34,6,11,0,2,0,3,74,55,30,11,11,1,5,138,411,235,207
2021-3463,Milan CH,Clay,32,C,20210621,251,207213,4,,Duje Ajdukovic,R,185,CRO,20.3,200116,5,,Camilo Ugo Carabelli,R,,ARG,22.0,7-6(6) 6-2,3,Q2,114,4,5,76,43,32,16,10,5,7,1,3,69,34,19,19,10,2,6,297,183,300,178
2015-7347,Santiago CH,Clay,32,C,20151019,268,106431,4,,Francisco Bahamonde,R,,ARG,18.9,122536,8,,Juan Pablo Paz,R,,ARG,20.7,7-6(4) 6-1,3,Q3,,,,,,,,,,,,,,,,,,,,378,116,487,78
2003-1604,Trani CH,Clay,32,C,20030728,28,103893,,Q,Paolo Lorenzi,R,183,ITA,21.6,104495,,WC,Florin Mergea,R,180,ROU,18.4,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,336,87,510,39
1999-497,Besancon CH,Hard,32,C,19990308,7,103344,,Q,Ivan Ljubicic,R,193,CRO,19.9,102361,,,Adriano Ferreira,R,193,BRA,24.9,4-6 6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,244,168,191,236
2023-2869,Skopje CH,Clay,32,C,20230522,276,200216,,,Giovanni Fonio,U,,ITA,25.0,209890,,WC,Mili Poljicak,U,,CRO,18.8,6-4 6-2,3,R32,79,1,2,51,36,23,7,9,2,5,2,2,54,32,16,8,9,2,8,278,189,685,38
2022-9689,Turin CH,Hard,32,C,20220228,284,209950,,Q,Arthur Fils,R,185,FRA,17.7,104970,,WC,Matteo Viola,R,188,ITA,34.6,3-6 7-6(4) 6-2,3,R32,103,11,2,78,47,39,18,14,2,3,2,5,92,60,44,19,15,1,3,526,59,339,128
2016-0363,Knoxville CH,Hard,32,C,20161107,270,126207,2,,Frances Tiafoe,R,188,USA,18.7,105454,,,Brydan Klein,R,183,AUS,26.8,3-6 7-5 6-1,3,R32,139,7,5,93,56,41,17,14,12,15,11,4,112,61,46,14,14,14,19,102,590,296,163
2023-7288,Seoul CH,Hard,32,C,20230424,286,111153,2,,Christopher Eubanks,R,201,USA,26.9,209113,,,Gabriel Diallo,R,,CAN,21.5,2-6 6-3 6-2,3,R16,97,11,6,84,49,38,14,13,5,8,6,4,66,46,32,8,12,5,9,90,660,169,356
2004-540,Wimbledon,Grass,128,G,20040621,258,103228,,,Marcos Daniel,R,180,BRA,25.9,103371,,,Emin Agaev,R,,AZE,25.1,2-6 6-1 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,248,140,247,140
1990-735,Durban CH,Hard,32,C,19900416,23,101441,7,,Martin Sinner,R,180,GER,22.1,101172,,,Royce Deppe,R,188,RSA,24.6,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,181,134,268,76
2019-6572,Anning CH,Clay,64,C,20190415,295,111794,3,,Kamil Majchrzak,R,183,POL,23.2,106368,5,,Ramkumar Ramanathan,R,188,IND,24.4,6-1 7-6(4),3,QF,75,3,3,62,40,30,14,10,1,3,2,6,65,41,25,10,9,5,9,130,434,157,352
2003-486,Manerbio CH,Clay,32,C,20030818,28,103193,,,Peter Wessels,R,196,NED,25.2,103035,2,,Alessio Di Mauro,L,185,ITA,26.0,4-6 7-6(2) 6-4,3,QF,,,,,,,,,,,,,,,,,,,,330,92,176,218
2022-1541,Tunis CH,Clay,32,C,20220516,291,133835,,,Gijs Brouwer,L,,NED,26.1,126125,,,Maxime Janvier,R,193,FRA,25.5,6-4 7-6(2),3,R16,86,1,1,59,40,28,14,11,1,3,2,1,70,42,25,15,11,4,7,273,187,283,178
2023-520,Roland Garros,Clay,128,G,20230529,121,144821,,,Genaro Alberto Olivieri,U,,ARG,24.8,105967,,,Henri Laaksonen,R,185,SUI,31.1,7-5 6-1,3,Q1,,0,2,60,41,29,12,10,5,6,0,0,56,36,18,9,9,1,5,231,257,214,278
1994-686,Scheveningen CH,Clay,32,C,19940718,15,101154,,,Simon Youl,R,185,AUS,29.0,102014,,Q,Marten Renstrom,R,188,SWE,22.4,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,126,351,476,47
2011-545,Seoul CH,Hard,32,C,20111017,18,103573,5,,Rik De Voest,R,180,RSA,31.3,103175,,Q,Toshihide Matsui,R,180,JPN,33.4,6-4 6-3,3,R16,95,2,1,71,48,37,11,10,4,4,3,1,56,33,23,11,9,2,4,128,435,507,63
2009-6055,Charlottesville CH,Hard,32,C,20091102,15,102887,,,Ramon Delgado,R,185,PAR,32.9,104305,,,Luka Gregorc,R,,SLO,25.7,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,255,183,243,193
2019-7203,Launceston CH,Hard,64,C,20190128,293,144750,1,,Lloyd Harris,R,193,RSA,21.9,117358,,WC,Harry Bourchier,R,185,AUS,23.0,6-3 6-3,3,R16,46,6,1,44,36,31,6,9,1,1,3,0,47,30,21,10,9,3,6,111,504,397,36
2001-493,Grenoble CH,Hard,32,C,20011001,23,103178,,,Johan Settergren,R,185,SWE,23.4,102269,,,Jeff Salzenstein,L,185,USA,27.9,6-4 6-7(7) 7-6(2),3,R16,,,,,,,,,,,,,,,,,,,,166,233,167,230
2005-827,Andrezieux CH,Hard,32,C,20050131,31,103693,,,Thierry Ascione,R,188,FRA,24.0,104527,,,Stan Wawrinka,R,183,SUI,19.8,6-1 6-3,3,F,,,,,,,,,,,,,,,,,,,,157,281,153,291
1984-218,Parioli CH,Clay,32,C,19840430,286,101058,,Q,Francisco Yunis,R,190,ARG,19.7,101195,,,Amos Mansdorf,R,175,ISR,18.5,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2009-580,Australian Open,Hard,128,G,20090119,798,104676,2,,Andreas Beck,L,190,GER,22.9,103997,,,Lukasz Kubot,R,190,POL,26.6,6-4 6-3,3,Q3,,,,,,,,,,,,,,,,,,,,103,926,207,396
2023-6965,Guangzhou CH,Hard,32,C,20230911,245,126165,,,Aoran Wang,R,,CHN,26.5,200145,10,,Chukang Wang,U,,CHN,24.0,7-6(3) 2-6 6-3,3,Q1,144,19,6,103,50,40,28,15,3,5,4,1,92,67,54,11,14,4,5,921,16,887,19
2017-6857,Mouilleron-Le-Captif CH,Hard,32,C,20171106,288,106072,,,Alexey Vatutin,R,178,RUS,25.0,105726,,Q,Yannik Reuter,R,,BEL,26.6,7-5 6-1,3,R16,86,5,1,54,34,29,11,10,4,5,0,1,67,44,26,9,9,6,10,186,282,454,80
2015-520,Roland Garros,Clay,128,G,20150524,748,106378,17,,Kyle Edmund,R,188,GBR,20.3,105589,,,Gerald Melzer,L,188,AUT,24.8,3-6 6-2 6-4,3,Q1,122,7,5,94,41,30,24,14,6,10,0,3,99,70,42,12,13,8,13,121,447,163,317
2024-6961,New Delhi CH,Hard,32,C,20240226,236,207797,,,Jonas Forejtek,R,180,CZE,22.9,111187,9,,Kaichi Uchida,R,180,JPN,29.5,6-3 6-3,3,Q1,69,9,1,44,26,21,13,9,1,2,4,3,72,39,23,14,9,8,12,432,102,406,113
2024-1797,Ostrava CH,Clay,32,C,20240422,249,207527,,,Buvaysar Gadamauri,U,,BEL,23.7,207797,6,,Jonas Forejtek,R,180,CZE,23.1,3-6 6-0 7-6(12),3,Q2,140,2,2,110,67,48,19,13,3,6,1,0,92,56,35,19,14,3,8,529,72,368,136
2002-538,Budapest CH,Clay,32,C,20020520,22,102603,,,Melvyn Op Der Heijde,R,180,NED,26.9,103317,,WC,Gabor Jaross,R,,HUN,23.2,7-6(3) 3-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,301,101,1302,2
2018-7911,Puerto Vallarta CH,Hard,32,C,20180430,298,105905,5,,Danilo Petrovic,R,203,SRB,26.2,105529,,,Carlos Gomez Herrera,R,191,ESP,28.0,6-3 6-3,3,SF,64,12,3,44,28,27,10,9,0,0,2,1,58,40,24,9,9,3,6,257,204,298,165
2024-8297,Hamburg CH,Hard,32,C,20240311,272,209916,,WC,Marko Topo,R,188,SRB,20.4,106378,,Q,Kyle Edmund,R,188,GBR,29.1,6-4 7-6(8),3,R32,99,9,0,79,55,44,13,11,7,7,6,4,68,36,31,17,11,0,1,384,126,401,115
2006-768,Wroclaw CH,Hard,32,C,20060206,24,102720,2,,Tomas Zib,R,178,CZE,30.0,103956,,,Stefan Wauters,R,,BEL,23.9,6-7(9) 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,72,547,221,164
1985-241,Rio De Janeiro CH,Clay,32,C,19851202,280,100395,6,,Victor Pecci,R,193,PAR,30.1,106930,,,Eleuterio Martins,R,,BRA,25.1,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,115,,177,
1993-216,Jerusalem CH,Hard,32,C,19930503,30,101862,7,,Maurice Ruah,R,178,VEN,22.2,101866,5,,David Rikl,L,178,CZE,22.1,6-2 2-6 7-6,3,SF,,,,,,,,,,,,,,,,,,,,195,195,168,247
2011-6059,Salzburg CH,Hard,32,C,20111114,1,103971,1,,Karol Beck,R,180,SVK,29.6,103747,,,Dominik Meffert,R,198,GER,30.5,7-6(3) 6-7(3) 6-4,3,R32,167,9,4,116,65,46,26,17,5,10,5,4,113,71,49,19,17,6,12,96,567,168,299
2016-7498,Bangkok CH,Hard,32,C,20160516,259,106168,,,Sidharth Rawat,U,,IND,23.0,105072,4,,Sanam Singh,R,173,IND,28.3,3-6 3-1 RET,3,Q2,63,1,2,43,19,11,8,7,3,7,0,1,45,33,18,5,6,0,3,555,59,394,112
2017-0877,Granby CH,Hard,32,C,20170724,270,105166,2,,Peter Polansky,R,180,CAN,29.1,104433,,WC,Frank Dancevic,R,185,CAN,32.8,7-6(4) 7-6(9),3,R32,110,5,0,88,58,47,17,12,7,8,5,2,98,62,46,18,12,3,4,118,466,360,126
2006-2117,Rimini CH,Clay,32,C,20060717,19,102381,3,,Werner Eschauer,R,188,AUT,32.2,105238,,Q,Alexandr Dolgopolov,R,180,UKR,17.6,7-5 7-6(5),3,R16,,,,,,,,,,,,,,,,,,,,159,254,461,58
2003-824,Aachen CH,Carpet,32,C,20031027,31,103580,,LL,Alexander Peya,R,183,AUT,23.3,103781,4,,Jurgen Melzer,L,183,AUT,22.4,7-6(2) 6-1,3,F,,,,,,,,,,,,,,,,,,,,188,198,88,416
2014-301,Auckland,Hard,28,A,20140106,714,104677,,,Artem Sitak,R,185,NZL,27.9,104082,6,,Hiroki Kondo,R,178,JPN,31.1,6-3 6-4,3,Q2,88,4,5,67,36,27,13,9,5,8,0,1,76,46,19,16,10,9,15,591,48,282,158
2013-6759,Tanger CH,Clay,32,C,20130617,19,104393,,,Gregoire Burquier,L,,FRA,28.9,105149,,WC,Reda El Amrani,R,185,MAR,25.0,7-6(3) 4-2 RET,3,R16,95,3,4,62,40,25,11,9,2,5,1,8,70,44,25,11,9,2,6,296,153,,
1982-242,Benin City CH,Hard,32,C,19821122,273,100685,,,Martin Guntrip,R,,GBR,22.3,100842,,,Randolf Scheller,R,,GER,20.3,7-5 0-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2000-580,Australian Open,Hard,128,G,20000117,229,102642,29,,Cyril Saulnier,R,190,FRA,24.4,101750,,,Cristiano Caratti,R,178,ITA,29.6,6-3 7-5,3,Q2,,,,,,,,,,,,,,,,,,,,171,215,188,184
2021-0526,Braunschweig CH,Clay,32,C,20210705,277,127157,8,,Daniel Altmaier,R,191,GER,22.7,144645,,,Zdenek Kolar,R,185,CZE,24.7,6-2 7-5,3,R32,82,4,2,50,28,23,17,10,0,0,0,2,54,31,18,13,10,1,4,166,427,223,314
2014-6708,Maui CH,Hard,32,C,20140120,24,105065,2,,Tim Smyczek,R,175,USA,26.0,105449,,,Steve Johnson,R,188,USA,24.0,6-2 6-3,3,R16,69,2,2,54,35,26,10,8,4,5,5,0,67,40,23,9,9,4,9,90,600,147,378
2016-6307,Campinas CH,Clay,32,C,20161003,252,106252,3,,Joao Pedro Sorgi,R,188,BRA,22.9,105571,7,,Fabricio Neis,U,,BRA,26.3,6-2 0-0 RET,3,Q3,40,0,1,31,28,17,2,4,2,3,1,5,30,10,6,7,4,4,7,558,58,772,26
2015-213,San Luis Potosi CH,Clay,32,C,20150331,13,106228,,,Juan Ignacio Londero,R,180,ARG,21.6,104547,8,,Horacio Zeballos,L,188,ARG,29.9,6-7(3) 7-5 7-6(3),3,R32,175,4,12,135,68,50,38,18,11,13,24,5,110,66,56,20,18,5,8,242,207,148,377
2005-782,Wrexham CH,Hard,32,C,20050124,1,102567,,,George Bastl,R,183,SUI,29.7,104468,1,,Gilles Simon,R,183,FRA,20.0,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,197,211,143,314
2006-2207,Sunrise CH,Hard,32,C,20060313,10,104198,,,Guillermo Garcia Lopez,R,188,ESP,22.7,102202,,,Kenneth Carlsen,L,190,DEN,32.9,7-6(3) 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,91,431,110,375
2016-3350,Mons CH,Hard,32,C,20161003,291,126094,,SE,Andrey Rublev,R,188,RUS,18.9,104871,4,,Jeremy Chardy,R,188,FRA,29.6,6-4 2-6 6-4,3,R16,95,10,4,79,51,41,14,14,1,3,16,3,85,57,43,14,14,4,6,172,334,78,690
2023-0221,Tampere CH,Clay,32,C,20230717,238,144985,7,,Ergi Kirkin,R,180,TUR,24.4,210602,,WC,Peetu Pohjola,U,,FIN,22.4,6-4 6-2,3,Q1,,2,1,50,26,21,14,9,0,1,2,1,53,34,23,5,9,0,4,400,113,,
2022-2823,Valencia CH,Clay,32,C,20221121,254,123809,1,,Ivan Gakhov,L,,RUS,26.0,200184,10,,Andrey Chepelev,L,,RUS,24.3,6-4 3-6 7-6(0),3,Q2,174,4,4,111,70,50,20,15,13,15,2,2,111,88,57,11,16,6,8,271,199,369,130
2017-7397,Kobe CH,Hard,32,C,20171106,287,117361,6,,Akira Santillan,R,180,AUS,20.4,128034,,SE,Hubert Hurkacz,R,196,POL,20.7,6-3 7-6(5),3,R16,89,5,8,88,42,26,22,11,6,9,3,5,65,42,27,8,10,6,10,147,369,262,192
2021-7485,Antwerp,Hard,32,A,20211018,243,110602,7,,Dennis Novak,R,183,AUT,28.1,106075,,,Jozef Kovalik,R,183,SVK,28.9,6-0 6-1,3,Q1,53,2,0,39,25,18,9,7,1,2,1,4,44,26,12,3,6,7,13,114,681,136,513
1988-370,Hanko CH,Clay,32,C,19880718,280,100899,6,,Jorgen Windahl,R,183,SWE,25.3,101624,,WC,Janne Holtari,R,,FIN,19.0,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,225,,593,
2005-1797,Ostrava CH,Clay,32,C,20050502,3,103503,,,Robin Vik,R,183,CZE,25.2,109378,,WC,Petr Masek,U,,CZE,,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,153,290,1473,1
2021-581,Doha Aus Open Qualies,Hard,128,G,20210110,194,202195,,,Maxime Cressy,R,198,USA,23.6,120424,,,Yannick Maden,R,185,GER,31.2,2-6 6-3 6-4,3,Q2,117,21,9,77,52,40,10,14,3,7,2,4,83,64,41,9,13,5,9,168,389,171,385
2013-1631,Nottingham CH,Grass,32,C,20130604,13,104330,6,,Rajeev Ram,R,193,USA,29.1,104623,,WC,Josh Goodall,R,188,GBR,27.6,6-4 7-6(4),3,R32,88,7,0,64,46,34,12,11,0,1,8,3,77,44,31,16,11,6,8,93,578,293,154
2007-3669,Bucharest2 CH,Clay,32,C,20070924,27,104719,6,,Marcel Granollers,R,190,ESP,21.4,104515,3,,Mathieu Montcourt,R,183,FRA,22.5,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,172,255,118,361
2023-6590,Sibiu CH,Clay,32,C,20230918,276,144972,,,Geoffrey Blancaneaux,R,180,FRA,25.1,126535,,,Carlos Taberner,R,183,ESP,26.1,7-6(4) 6-2,3,R32,129,2,1,59,44,24,6,10,2,7,0,4,78,49,25,8,10,10,17,245,250,317,168
2016-7297,Surbiton CH,Grass,32,C,20160606,243,110779,,,Jonny Omara,R,,GBR,21.2,105233,,,Jeevan Nedunchezhiyan,L,173,IND,27.6,6-0 6-2,3,Q1,36,10,1,34,21,20,8,7,0,0,3,3,36,15,10,4,7,0,5,701,36,570,55
2011-6313,Shanghai CH,Hard,32,C,20110905,2,104071,,,Raven Klaasen,R,180,RSA,28.8,104810,,WC,Zhe Li,R,185,CHN,24.9,6-2 6-3,3,R32,89,2,4,52,24,17,14,8,2,4,2,0,56,40,17,8,9,3,9,254,188,384,106
2001-589,Quito CH,Clay,32,C,20011015,30,102192,,WC,Luis Adrian Morejon,R,178,ECU,28.5,103506,5,,Martin Vassallo Arguello,R,183,ARG,21.6,7-6(0) 6-1,3,SF,,,,,,,,,,,,,,,,,,,,586,28,237,157
2008-1763,Genova CH,Clay,32,C,20080901,16,104926,2,,Fabio Fognini,R,178,ITA,21.2,104233,,,Frederik Nielsen,R,190,DEN,24.9,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,83,536,238,158
1999-68,Edinburgh CH,Clay,32,C,19990726,21,102722,,,Attila Savolt,R,183,HUN,23.4,103171,6,,Raemon Sluiter,R,185,NED,21.2,6-4 3-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,267,151,197,218
2022-2823,Valencia CH,Clay,32,C,20221121,293,110748,,,Nikola Milojevic,R,188,SRB,27.4,207663,,WC,Nikolas Sanchez Izquierdo,U,,ESP,23.6,5-7 6-3 6-4,3,R16,158,6,4,107,64,46,18,16,3,7,4,7,91,64,41,11,15,2,7,259,206,263,203
2004-59,Salinas CH,Hard,32,C,20040329,21,103240,,,Kevin Kim,R,180,USA,25.6,103530,,,Zack Fleishman,R,188,USA,24.0,2-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,258,136,235,152
1996-639,Bad Saarow CH,Clay,32,C,19960916,16,102154,2,,Marcos Ondruska,R,183,RSA,23.7,102106,,Q,Davide Sanguinetti,R,188,ITA,24.0,6-7 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,120,413,335,96
2017-0398,Cherbourg CH,Hard,32,C,20170213,285,105731,,,Steven Diez,R,180,CAN,25.9,104871,1,,Jeremy Chardy,R,188,FRA,30.0,3-6 7-6(3) 7-6(5),3,R32,144,1,2,109,67,48,24,17,7,10,10,5,109,67,50,23,16,5,6,173,335,68,705
2017-3473,Como CH,Clay,32,C,20170828,245,131934,,,Andrea Vavassori,U,193,ITA,22.3,126504,,,Andrea Pellegrino,R,185,ITA,20.4,4-6 6-4 7-5,3,Q2,148,3,8,93,52,35,23,16,2,6,2,4,107,62,37,23,16,7,12,595,50,604,49
1988-477,Azores CH,Hard,32,C,19880829,279,101355,8,,Richard Whichello,L,185,GBR,21.2,107435,,LL,Jose Fontes,R,,POR,,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,368,,,
2012-576,Bogota CH,Clay,32,C,20120709,22,104477,,,Jorge Aguilar,R,178,CHI,27.4,105262,,,Fernando Romboli,R,180,BRA,23.5,6-4 6-3,3,R16,88,1,3,57,37,30,10,9,4,4,5,5,69,39,26,13,10,4,7,393,99,272,166
2003-1781,Helsinki2 CH,Hard,32,C,20031110,14,103420,,Q,Michal Tabara,R,175,CZE,24.2,103193,,,Peter Wessels,R,196,NED,25.5,7-6(5) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,215,165,206,177
2024-580,Australian Open,Hard,128,G,20240115,162,200218,,,Mate Valkusz,R,183,HUN,25.4,126555,,,Tung Lin Wu,R,188,TPE,25.6,7-6(0) 6-4,3,Q1,113,7,2,65,44,34,11,11,2,4,0,4,90,53,30,19,11,7,10,214,291,240,249
2010-59,Salinas CH,Hard,32,C,20100111,23,104314,5,,Brian Dabul,L,170,ARG,25.8,105111,,Q,Ivan Endara,U,,ECU,21.8,6-2 6-1,3,R16,64,2,0,37,22,18,8,7,2,3,1,2,58,34,17,8,8,5,11,162,301,581,43
2010-1743,Recanati CH,Hard,32,C,20100719,4,103967,,,Michael Lammer,R,185,SUI,28.3,104944,6,,Niels Desein,R,190,BEL,23.1,6-1 7-6(5),3,R32,94,9,3,64,37,27,14,9,4,5,6,8,83,51,33,11,10,4,8,213,222,166,291
2016-6757,Blois CH,Clay,32,C,20160613,274,106329,4,,Thiago Monteiro,L,183,BRA,22.0,123921,,,Calvin Hemery,R,188,FRA,21.3,7-5 6-3,3,R32,78,5,2,57,37,30,11,10,2,3,5,2,67,42,25,13,11,5,9,128,473,255,202
1995-564,Hamburen CH,Carpet,32,C,19950213,2,102419,,,Christophe Van Garsse,R,185,BEL,20.6,101353,,,Lionel Barthez,R,180,FRA,27.7,7-5 5-7 6-3,3,R32,,,,,,,,,,,,,,,,,,,,171,260,178,240
1986-227,Neu Ulm CH,Clay,32,C,19860721,259,107781,,Q,Michael Pumpr,R,,CZE,,107884,,Q,Oliver Ploner,R,,AUT,19.6,4-6 6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,455,,443,
1996-597,Salinas CH,Hard,32,C,19960226,14,101869,,,Juan Luis Tati Rascon,R,,ESP,24.9,102243,,,Marcelo Charpentier,L,180,ARG,22.6,7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,167,241,147,281
2011-3945,San Benedetto CH,Clay,32,C,20110704,24,105137,2,,Pere Riba,R,183,ESP,23.2,104334,,,Alberto Brizzi,R,,ITA,27.2,6-3 6-3,3,R16,81,5,2,60,30,23,16,9,5,6,1,0,58,34,22,9,9,3,7,73,701,255,186
1988-487,Lins CH,Clay,32,C,19880801,298,101174,3,,Fernando Roese,R,190,BRA,22.9,100892,,,Alexandre Hocevar,R,190,BRA,25.4,6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,,157,,341,
2006-83,Eckental CH,Carpet,32,C,20061106,3,103716,,,Uros Vico,R,188,ITA,25.7,109177,,WC,Kevin Mcduffee,R,,USA,22.6,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,201,198,1127,6
2023-7009,Aix En Provence CH,Clay,32,C,20230501,251,104898,,Alt,Robin Haase,R,190,NED,36.0,111761,,Alt,Benjamin Lock,R,198,ZIM,30.1,3-6 6-1 7-5,3,Q2,139,14,5,86,47,35,21,14,6,9,1,3,98,67,42,11,14,4,9,280,185,403,115
2008-467,Aptos CH,Hard,32,C,20080714,21,103676,6,,Michael Yani,R,185,USA,27.5,103930,,,Alberto Francis,R,196,USA,26.4,3-6 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,227,171,326,109
2022-7808,Bengaluru 1 CH,Hard,32,C,20220207,272,105539,,,Evgeny Donskoy,R,185,RUS,31.7,104291,,Q,Malek Jaziri,R,185,TUN,38.0,7-6(10) 6-4,3,R32,112,6,6,87,43,35,26,11,7,7,8,4,70,42,36,12,11,0,1,195,333,303,170
2016-0421,Canada Masters,Hard,64,M,20160725,223,105902,14,,James Duckworth,R,183,AUS,24.5,200000,,,Felix Auger Aliassime,R,193,CAN,15.9,7-5 7-6(3),3,Q1,100,6,3,73,44,35,18,12,1,2,7,3,89,49,36,18,12,7,9,184,298,780,25
2004-1601,Hilversum CH,Clay,32,C,20040719,18,103193,,,Peter Wessels,R,196,NED,26.2,103699,,WC,Fred Hemmes,R,183,NED,23.4,6-4 6-0,3,R16,,,,,,,,,,,,,,,,,,,,151,270,230,157
1997-670,Binghamton CH,Hard,32,C,19970804,22,101812,,,Raviv Weidenfeld,R,188,ISR,26.8,103060,,,Alejandro Hernandez,R,180,MEX,19.8,4-6 6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,,217,204,179,255
2018-M020,Brisbane,Hard,32,A,20180101,252,124014,3,,Ernesto Escobedo,R,185,USA,21.4,106075,8,,Jozef Kovalik,R,183,SVK,25.1,6-2 7-6(4),3,Q2,85,10,1,83,54,40,16,10,5,5,6,0,53,32,26,12,10,0,2,120,498,165,335
1998-507,Toluca CH,Clay,32,C,19981123,11,101416,,,Joao Cunha Silva,R,173,POR,30.9,102168,,,Hector Moretti,R,170,ARG,25.8,4-6 6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,269,146,242,177
