tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1991-204,Vina Del Mar CH,Clay,32,C,19910121,17,100711,1,,Pedro Rebolledo,R,170,CHI,30.0,107085,,WC,Gerardo Vacarezza,R,176,CHI,25.4,6-4 4-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,123,280,671,9
2003-489,Waco CH,Hard,32,C,20031027,22,102558,4,,Eric Taino,L,175,PHI,28.6,103429,,,Peter Luczak,R,183,AUS,24.1,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,126,299,152,254
2009-3348,New Haven,Hard,48,A,20090823,701,104755,1,,Richard Gasquet,R,185,FRA,23.1,103833,,,Michael Rubin,U,,USA,27.9,6-2 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,46,1045,912,16
2021-9531,Salzburg CH,Clay,32,C,20210705,287,106228,,,Juan Ignacio Londero,R,180,ARG,27.8,106072,,LL,Alexey Vatutin,R,178,RUS,28.6,6-0 2-6 6-0,3,R16,97,0,3,73,55,35,5,10,5,8,0,1,61,45,20,5,10,3,10,129,623,317,160
1996-537,Cali CH,Clay,32,C,19960610,20,101156,,,Juan Pino,R,185,CUB,30.9,102139,6,,Eyal Ran,R,183,ISR,23.5,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,277,117,175,229
1988-359,Bogota CH,Clay,32,C,19881205,296,101451,2,,Gustavo Giussani,R,180,ARG,20.7,100630,,,Gustavo Guerrero,L,180,ARG,29.1,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,256,,697,
2019-7083,Istanbul CH,Hard,64,C,20190909,276,111192,,,Lucas Miedler,R,183,AUT,23.2,126652,11,,Jay Clarke,R,183,GBR,21.1,6-3 7-5,3,R32,119,3,1,74,39,27,17,11,5,8,0,4,76,52,29,9,10,7,12,262,177,183,265
2023-2817,Sydney CH,Hard,32,C,20231030,240,126208,5,,Yusuke Takahashi,R,170,JPN,26.0,202357,,,Bang Shuo Yin,U,,TPE,24.6,6-2 6-3,3,Q1,66,2,1,44,30,23,8,8,2,3,0,2,61,38,20,11,9,4,9,463,91,871,20
2010-3810,Baton Rouge CH,Hard,32,C,20100412,10,105065,,,Tim Smyczek,R,175,USA,22.2,104779,,,Jamie Baker,R,183,GBR,23.6,4-6 6-1 6-2,3,R32,105,3,1,74,48,34,17,13,4,6,0,1,78,49,24,16,12,5,10,202,220,282,158
2011-6256,Santos CH,Clay,32,C,20110418,25,103672,1,,Ricardo Mello,L,175,BRA,30.3,104919,6,,Leonardo Mayer,R,188,ARG,23.9,4-6 6-3 6-4,3,QF,136,6,2,90,57,37,23,15,3,6,7,7,87,53,34,16,14,2,6,89,579,160,373
1987-202,Agadir CH,Clay,32,C,19870330,297,101004,7,,Jim Pugh,R,193,USA,23.1,101109,1,,Tarik Benhabiles,R,175,FRA,22.1,6-4 7-6,3,QF,,,,,,,,,,,,,,,,,,,,93,,31,
2000-622,Puebla CH,Hard,32,C,20001120,9,103334,,Q,Ronaldo Carvalho,R,,BRA,21.7,102805,5,,Matthew Breen,R,,AUS,24.4,6-4 3-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,748,14,255,131
1997-446,Alpirsbach CH,Clay,32,C,19970825,27,102173,,,Rainer Falenti,R,,AUT,24.5,102650,,WC,Roberto Carretero,R,178,ESP,21.9,4-6 7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,,246,175,334,103
1982-275,Sao Paulo CH,Carpet,32,C,19820823,278,100549,,,Jeff Lee,R,,USA,24.1,107298,8,,Javier Restrepo,R,,COL,29.5,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2000-476,Sylt CH,Clay,32,C,20000814,27,103564,,,Jakub Herm Zahlava,R,,GER,20.2,103281,4,,Ladislav Svarc,R,188,SVK,21.7,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,397,65,272,119
2018-7772,Chengdu CH,Hard,32,C,20180730,236,134329,,,Blake Ellis,U,,AUS,19.5,110773,,,Issei Okamura,U,,JPN,26.1,4-6 6-1 7-5,3,Q1,130,12,2,104,53,39,25,15,10,14,1,10,93,53,32,18,14,6,12,449,81,828,21
2023-1763,Genoa CH,Clay,32,C,20230904,252,209164,8,,Lorenzo Rottoli,U,,ITA,21.5,105181,3,,Miljan Zekic,R,185,SRB,35.1,6-4 7-6(5),3,Q2,113,1,2,64,25,20,20,11,0,3,2,3,68,36,26,15,11,8,12,452,98,372,132
1998-589,Quito CH,Clay,32,C,19980907,21,102723,5,,Eduardo Medica,R,180,ARG,22.5,102413,,,Andy Zingman,R,183,ARG,24.2,2-6 6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,194,220,331,106
2014-520,Roland Garros,Clay,128,G,20140526,760,105575,26,,Ricardas Berankis,R,175,LTU,23.9,104770,,,Martin Fischer,R,180,AUT,27.8,6-4 3-6 6-3,3,Q1,132,1,2,92,49,32,25,14,2,5,0,0,92,51,30,25,14,9,13,137,412,180,292
2014-784,Seville CH,Clay,32,C,20140908,3,104619,,,Jesse Huta Galung,R,188,NED,28.9,104993,,,Martin Vaisse,U,,FRA,27.0,6-4 6-1,3,R32,74,0,1,47,31,27,7,8,1,1,4,3,67,45,30,6,9,5,9,190,272,232,212
2006-3505,Kawana CH,Hard,32,C,20061120,23,104635,,,Robert Smeets,L,188,AUS,21.0,104897,,,Matthias Bachinger,R,188,GER,19.6,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,391,83,324,113
2018-0448,Szczecin CH,Clay,32,C,20180910,273,104620,8,,Simone Bolelli,R,183,ITA,32.9,104932,,,Kenny De Schepper,L,203,FRA,31.2,7-5 4-6 6-2,3,R32,143,1,1,89,66,45,17,15,2,4,6,4,94,70,47,11,15,8,12,145,393,180,308
2011-3801,Athens CH,Hard,32,C,20110411,5,104897,4,,Matthias Bachinger,R,188,GER,24.0,103574,,Q,Teodor Dacian Craciun,R,,ROU,30.8,6-3 6-1,3,R32,61,4,3,45,32,24,7,8,1,2,0,6,57,34,18,8,8,3,8,134,427,606,35
2015-6590,Sibiu CH,Clay,32,C,20150921,1,105583,1,,Dusan Lajovic,R,180,SRB,25.2,106021,,WC,Dragos Dima,R,180,ROU,23.2,6-2 6-4,3,R32,,7,2,54,37,30,5,9,2,3,1,3,46,24,14,9,9,0,4,96,560,445,90
2019-0544,Montevideo CH,Clay,64,C,20191104,289,144719,5,,Jaume Munar,R,183,ESP,22.4,106075,11,,Jozef Kovalik,R,183,SVK,26.9,4-6 7-5 6-3,3,R16,162,1,5,103,72,49,11,16,7,11,7,5,101,53,34,25,15,8,13,98,568,174,292
2007-3669,Bucharest2 CH,Clay,32,C,20070924,9,104719,6,,Marcel Granollers,R,190,ESP,21.4,103543,,,David Marrero,R,185,ESP,27.4,6-7(5) 6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,172,255,313,114
1987-238,Helsinki CH,Carpet,32,C,19871109,289,101632,,,Per Henricsson,R,190,SWE,18.2,101134,7,,Fredrik Waern,R,185,SWE,22.5,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,234,,207,
2019-9192,Shymkent CH,Clay,64,C,20190610,251,105493,,,Tomislav Brkic,R,185,BIH,29.2,106408,,,Mario Vilella Martinez,R,178,ESP,23.9,1-6 6-2 7-5,3,R64,124,6,4,85,54,40,14,13,6,9,8,8,87,55,36,16,14,5,9,305,109,262,165
1989-359,Bogota CH,Clay,32,C,19891002,283,106973,3,,Fabian Blengino,R,,ARG,,108031,,LL,Rafael Figueredo,R,,COL,,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,395,,,
2004-540,Wimbledon,Grass,128,G,20040621,205,104386,32,,Janko Tipsarevic,R,180,SRB,19.9,103582,,,Michael Berrer,L,193,GER,23.9,6-2 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,136,304,237,147
2023-2831,Oeiras 1 CH,Hard,32,C,20230102,287,209920,8,,Raphael Collignon,U,,BEL,20.9,105841,,,Lorenzo Giustino,R,183,ITA,31.3,6-2 7-6(5),3,R16,94,6,0,69,55,37,8,10,1,2,2,9,68,45,34,5,10,3,6,280,184,281,184
2005-471,Geneva CH,Clay,32,C,20050822,5,104219,,WC,Stephane Bohli,R,185,SUI,22.0,102950,3,,Fernando Vicente,R,180,ESP,28.4,6-7(10) 6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,,628,29,120,369
2003-1531,Joplin CH,Hard,32,C,20030203,19,103429,3,,Peter Luczak,R,183,AUS,23.4,104098,,,Dmitry Tursunov,R,185,RUS,20.1,6-0 7-6(4),3,R16,,,,,,,,,,,,,,,,,,,,139,269,259,111
2023-7341,Brest CH,Hard,32,C,20231023,245,123921,8,,Calvin Hemery,R,188,FRA,28.7,105932,,Alt,Nikoloz Basilashvili,R,185,GEO,31.6,6-1 7-6(3),3,Q1,79,11,3,59,34,26,8,9,5,8,1,3,67,39,19,11,10,5,11,209,295,395,121
1998-226,Istanbul CH,Hard,32,C,19980727,17,101681,1,,Chris Wilkinson,R,180,GBR,28.5,102400,,,Elia Grossi,R,,ITA,24.1,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,,129,364,451,61
2008-438,Moscow,Hard,32,A,20081006,268,104797,2,,Denis Istomin,R,188,UZB,22.0,104707,,,Denis Matsukevitch,R,190,RUS,22.5,6-3 6-3,3,Q3,,,,,,,,,,,,,,,,,,,,121,386,400,79
1995-545,Seoul CH,Clay,32,C,19951023,25,101947,,,Vincenzo Santopadre,L,183,ITA,24.1,101551,7,,Carlos Gomez Diaz,R,,ARG,26.8,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,,237,149,209,182
2020-7808,Bengaluru CH,Hard,64,C,20200210,280,106393,,,Frederico Ferreira Silva,L,178,POR,24.9,106293,15,,Kimmer Coppejans,R,180,BEL,26.0,6-3 3-6 7-5,3,R32,140,6,4,94,55,38,19,15,10,14,4,4,100,64,35,21,15,11,16,193,258,153,344
1989-238,Helsinki CH,Carpet,32,C,19891113,279,101561,7,,Nicklas Utgren,R,188,SWE,20.8,101668,,,Peter Nyborg,R,190,SWE,19.9,7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,148,,177,
2013-3628,Trnava CH,Clay,32,C,20130916,3,106361,,WC,Adam Pavlasek,R,186,CZE,18.9,105433,,,Roman Jebavy,R,,CZE,23.8,6-1 4-6 6-2,3,R32,94,0,3,76,36,24,24,13,6,9,0,5,84,48,29,14,12,8,14,433,83,307,140
1994-562,Glendale CH,Hard,32,C,19941114,23,102235,8,,Tommy Ho,L,183,USA,21.4,102110,,,Daniel Nestor,L,190,CAN,22.1,6-1 6-0,3,R16,,,,,,,,,,,,,,,,,,,,144,310,170,252
2010-3834,Izmir CH,Hard,32,C,20100920,24,104500,2,,Somdev Devvarman,R,180,IND,25.5,103760,,WC,Haluk Akkoyun,R,,TUR,29.4,6-1 6-1,3,R16,58,6,0,35,24,20,9,7,3,3,0,1,41,19,10,6,7,1,6,117,473,850,12
1993-225,Campinas CH,Clay,32,C,19930712,6,101615,,Q,Otavio Della,R,170,BRA,24.0,102214,,,Oscar Ortiz,L,183,MEX,20.1,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,518,33,293,93
1989-206,Cairo CH,Clay,32,C,19890227,294,101451,,,Gustavo Giussani,R,180,ARG,20.9,101053,,,Michael Kures,R,185,USA,24.5,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,195,,201,
2020-7009,Aix En Provence CH,Clay,32,C,20200907,246,208659,,WC,Giovanni Mpetshi Perricard,R,,FRA,17.1,110778,3,,Joao Menezes,R,185,BRA,23.7,6-7(3) 6-1 7-6(4),3,Q1,145,5,5,108,60,39,33,16,4,6,3,2,101,59,40,24,15,6,10,1520,2,189,279
2005-493,Grenoble CH,Hard,32,C,20050926,1,103096,1,,Arnaud Clement,R,173,FRA,27.7,103534,,WC,Nicolas Devilder,L,173,FRA,25.5,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,67,530,175,232
1999-487,Prague CH,Clay,32,C,19990816,12,103457,,WC,Petr Kralert,R,188,CZE,19.8,101792,4,,Slava Dosedel,R,183,CZE,29.0,6-4 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,171,252,99,497
2007-688,Montauban CH,Clay,32,C,20070702,22,103967,,,Michael Lammer,R,185,SUI,25.2,105166,,Q,Peter Polansky,R,180,CAN,19.0,6-0 7-5,3,R16,,,,,,,,,,,,,,,,,,,,287,127,396,79
1999-748,Sofia CH,Clay,32,C,19990906,8,102689,5,,Martin Spottl,R,180,AUT,23.7,101957,,WC,Milen Velev,R,,BUL,27.9,5-7 6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,230,183,486,55
2000-60,Barletta CH,Clay,32,C,20000327,5,102247,4,,Andrea Gaudenzi,R,183,ITA,26.6,102231,,,Alex Calatrava,R,190,ESP,26.7,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,92,448,134,304
1988-465,Dijon CH,Carpet,32,C,19880606,277,100595,,,Ronnie Bathman,R,183,SWE,29.1,100794,,,Srinivasan Vasudevan,R,190,IND,26.4,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,291,,313,
2014-540,Wimbledon,Grass,128,G,20140623,766,105161,,,Yann Marti,R,173,SUI,26.0,104377,,,Theodoros Angelinos,U,,GRE,30.0,6-4 2-6 6-2,3,Q2,112,,,,,,,,,,,,,,,,,,,245,194,286,164
2023-6963,Cuernavaca CH,Hard,32,C,20230417,287,210136,,Q,Mark Lajal,R,,EST,19.9,106187,,,Denis Yevseyev,U,,KAZ,29.9,7-5 6-1,3,R16,83,3,7,65,37,28,12,10,5,7,0,2,64,51,29,3,9,7,12,341,141,290,180
2017-7540,Bastad CH,Clay,32,C,20170710,282,105963,6,,Arthur De Greef,R,183,BEL,25.2,128034,,Q,Hubert Hurkacz,R,196,POL,20.4,4-6 6-3 6-3,3,R32,110,0,1,89,54,37,18,14,3,7,14,15,106,65,46,11,14,8,14,116,479,308,157
2011-3801,Athens CH,Hard,32,C,20110411,24,104098,2,,Dmitry Tursunov,R,185,RUS,28.3,105116,,,Dusan Lojda,L,188,CZE,23.0,7-6(3) 7-6(7),3,R16,121,13,3,86,49,41,21,12,3,5,8,1,89,55,39,19,12,3,5,84,613,221,236
1995-575,Medellin CH,Clay,32,C,19950605,14,102231,,,Alex Calatrava,R,190,ESP,21.9,102206,,Q,Stephane Matheu,R,,FRA,22.0,7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,217,171,289,118
2007-747,Beijing,Hard,32,A,20070910,701,104499,1,,Jimmy Wang,R,178,TPE,22.5,105220,,,Jun Chao Xu,U,,CHN,18.9,6-0 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,156,275,1137,5
2019-7851,Indian Wells CH,Hard,64,C,20190225,268,103990,,,Tommy Robredo,R,180,ESP,36.8,136440,,,Dominik Koepfer,L,180,GER,24.8,4-6 7-5 6-2,3,R64,151,3,5,94,56,36,19,15,6,11,2,5,110,62,38,19,15,7,14,210,241,179,291
1992-313,Bristol CH,Grass,32,C,19920706,30,101920,,,Jamie Morgan,R,185,AUS,21.0,101383,,,Stephane Sansoni,R,180,FRA,24.9,6-7 6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,,232,120,251,98
2001-580,Australian Open,Hard,128,G,20010115,280,103484,,,James Blake,R,185,USA,21.0,103598,6,,Xavier Malisse,R,185,BEL,20.4,6-4 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,208,182,121,326
2012-495,Dubai,Hard,32,A,20120227,711,103582,5,,Michael Berrer,L,193,GER,31.6,105147,3,,Tatsuma Ito,R,180,JPN,23.7,7-6(10) 7-6(3),3,Q2,119,0,2,85,55,38,17,12,4,7,0,5,81,39,28,21,12,1,4,116,487,105,528
2018-3463,Milan CH,Clay,32,C,20180625,246,105578,,,Cristian Rodriguez,R,180,COL,28.0,105872,,,Christian Lindell,R,193,SWE,26.5,4-6 7-5 6-3,3,Q2,171,2,3,110,60,41,28,16,6,9,2,6,108,56,41,22,15,10,14,424,93,417,95
2008-3351,Sacramento CH,Hard,32,C,20081006,8,104545,8,,John Isner,R,206,USA,23.4,104456,,,Colin Ebelthite,R,,AUS,23.8,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,137,346,231,173
2014-254,Vancouver CH,Hard,32,C,20140728,1,104571,1,,Marcos Baghdatis,R,183,CYP,29.1,105441,,,John Patrick Smith,L,188,AUS,25.5,6-4 5-7 7-5,3,R32,139,15,9,109,64,52,18,17,7,10,5,4,111,73,53,13,17,6,10,105,550,172,304
1992-332,Cologne CH,Clay,32,C,19920608,15,102029,,Q,Filip Dewulf,R,190,BEL,20.2,101876,,,Massimo Ardinghi,R,175,ITA,21.2,2-6 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,275,89,200,151
2023-7490,Gwangju CH,Hard,32,C,20230501,240,105147,,PR,Tatsuma Ito,R,180,JPN,34.9,122548,5,,Edan Leshem,R,183,ISR,26.0,6-1 6-4,3,Q1,106,0,2,86,46,31,19,9,11,12,2,2,52,32,21,6,8,4,8,578,57,325,155
2023-0314,Gstaad,Clay,32,A,20230717,246,202261,3,,Otto Virtanen,R,191,FIN,22.0,200255,,,Alexander Weis,U,,ITA,26.2,6-3 7-6(4),3,Q1,,6,4,62,34,31,20,11,1,1,2,1,63,37,27,17,10,3,4,132,489,301,174
1998-898,Florianopolis CH,Clay,32,C,19980914,11,102769,,,Andres Schneiter,R,,ARG,22.4,101976,,Q,Federico Dondo,R,,URU,26.9,3-6 6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,226,180,484,51
2012-6486,Dallas2 CH,Hard,32,C,20120313,2,104586,,,Lukas Rosol,R,196,CZE,26.6,104999,,Q,Mischa Zverev,L,190,GER,24.5,6-7(0) 7-6(2) 6-2,3,R32,113,6,3,106,63,46,25,16,10,11,6,4,99,58,43,21,16,4,7,84,636,206,241
2000-687,Togliatti CH,Hard,32,C,20000807,3,102347,,,Dmitri Tomashevich,R,,UZB,26.4,103118,,,Ion Moldovan,R,188,ROU,22.5,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,455,48,318,93
2023-9167,Phoenix CH,Hard,32,C,20230313,294,132686,,Alt,Nuno Borges,R,185,POR,26.0,200615,,,Alexei Popyrin,R,196,AUS,23.5,7-5 6-7(4) 6-3,3,QF,138,7,3,106,70,53,21,17,4,5,15,1,90,50,38,26,16,2,5,80,662,101,556
2000-515,Denver CH,Hard,32,C,20000612,28,102734,,,Lior Mor,R,175,ISR,24.2,101991,,,Mauricio Hadad,R,170,COL,28.5,6-2 7-6(5),3,QF,,,,,,,,,,,,,,,,,,,,220,155,425,57
2022-3503,Rennes CH,Hard,32,C,20220912,246,209916,2,,Marko Topo,R,188,SRB,18.9,208753,,,Imran Sibille,R,,FRA,20.6,6-4 6-0,3,Q1,61,4,4,45,20,16,18,8,1,1,4,2,47,20,14,11,8,1,5,471,76,1900,1
2020-7742,Lisbon CH,Clay,32,C,20201012,300,144719,1,,Jaume Munar,R,183,ESP,23.4,105155,2,,Pedro Sousa,R,180,POR,32.3,7-6(3) 6-2,3,F,79,0,1,61,41,29,11,10,1,3,0,2,61,41,21,12,10,2,6,112,563,111,569
2003-221,Tampere CH,Clay,32,C,20030721,19,103035,,,Alessio Di Mauro,L,185,ITA,25.9,103296,,,Ivaylo Traykov,R,188,BUL,24.5,3-6 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,267,119,224,155
2016-7482,Jonkoping CH,Hard,32,C,20160307,291,105526,3,,Jan Lennard Struff,R,193,GER,25.8,105132,,,Jurgen Zopp,R,190,EST,27.9,6-4 6-1,3,R16,49,7,2,42,24,20,13,8,1,1,2,2,48,30,19,8,9,1,5,110,522,174,316
1989-467,Aptos CH,Hard,32,C,19890724,282,100728,4,,Todd Nelson,R,185,USA,28.3,101125,,,Ville Jansson,R,183,SWE,24.2,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,251,,342,
1987-365,Sao Paulo CH,Clay,32,C,19870803,293,100548,1,,Ivan Kley,R,183,BRA,29.0,100393,,LL,Marcos Hocevar,R,185,BRA,31.8,6-3 6-0,3,R16,,,,,,,,,,,,,,,,,,,,208,,752,
2014-6488,Mersin CH,Clay,32,C,20140407,28,106000,8,,Damir Dzumhur,R,172,BIH,21.8,105341,,,Thomas Fabbiano,R,173,ITA,24.8,6-2 6-4,3,QF,78,1,0,64,47,31,10,9,4,5,0,2,57,38,21,9,9,1,5,159,355,177,299
2015-7235,Drummondville CH,Hard,32,C,20150316,16,104676,2,,Andreas Beck,L,190,GER,29.0,106290,,WC,Filip Peliwo,R,180,CAN,21.1,6-2 6-1,3,R32,63,4,4,54,33,26,9,8,4,5,5,5,47,28,16,4,7,5,10,113,492,340,132
1990-742,Kuala Lumpur CH,Hard,32,C,19900507,23,101145,7,,Jonathan Canter,R,185,USA,24.9,106786,,LL,Craig Johnson,R,173,USA,,7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,189,131,349,47
1992-824,Aachen CH,Carpet,32,C,19921102,13,102344,,Q,Karol Kucera,R,188,SVK,18.6,101234,7,,Patrik Kuhnen,R,190,GER,26.7,6-4 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,241,116,80,470
2019-9120,Cassis CH,Hard,64,C,20190902,300,104542,1,,Jo-Wilfried Tsonga,R,188,FRA,34.3,104534,11,,Dudi Sela,R,175,ISR,34.3,6-1 6-0,3,F,43,4,1,30,20,19,5,6,0,0,0,1,38,27,11,2,7,1,7,65,885,166,325
2001-603,Fergana CH,Hard,32,C,20010507,27,102925,,LL,Justin Gimelstob,R,196,USA,24.2,103821,,,Danai Udomchoke,R,173,THA,19.7,6-2 0-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,,114,348,279,114
2016-4042,Toyota CH,Hard,32,C,20161114,272,133297,,WC,Yosuke Watanuki,R,180,JPN,18.5,105302,,,Ante Pavic,R,196,CRO,27.6,6-3 6-3,3,R32,56,7,2,50,26,22,12,9,0,1,6,4,60,38,26,8,9,2,6,634,44,379,114
2003-1685,Aix En Provence CH,Clay,32,C,20030428,20,103264,8,,Mariano Puerta,L,180,ARG,24.6,103063,,WC,Sebastien De Chaunac,R,183,FRA,25.5,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,121,323,206,167
2014-396,Furth CH,Clay,32,C,20140603,24,104890,2,,Andreas Haider Maurer,R,190,AUT,27.1,106109,,,Alex Bolt,L,183,AUS,21.3,6-4 6-3,3,R16,61,7,2,52,32,24,8,9,1,3,3,4,52,26,17,11,10,4,9,104,553,230,209
2013-6488,Mersin CH,Clay,32,C,20130408,2,104226,,,Bastian Knittel,L,180,GER,29.6,104195,,,Simone Vagnozzi,R,173,ITA,29.8,6-4 7-6(4),3,R32,127,1,4,76,53,43,11,11,3,4,0,9,101,65,42,16,11,12,14,198,244,234,195
2009-580,Australian Open,Hard,128,G,20090119,705,104676,2,,Andreas Beck,L,190,GER,22.9,105567,,WC,Brendan Mckenzie,R,,AUS,18.6,6-1 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,103,926,632,66
1990-768,Brasilia1 CH,Carpet,32,C,19900409,3,101237,,,Danilo Marcelino,R,193,BRA,24.0,101643,,Q,Cristian Araya,R,,CHI,20.5,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,233,93,416,34
1995-216,Jerusalem CH,Hard,32,C,19950508,27,102562,4,,Jiri Novak,R,190,CZE,20.1,101398,,Q,Neil Borwick,L,193,AUS,27.6,6-3 2-1 RET,3,QF,,,,,,,,,,,,,,,,,,,,135,322,237,155
2017-6757,Blois CH,Clay,32,C,20170619,277,134770,5,,Casper Ruud,R,183,NOR,18.4,106293,,,Kimmer Coppejans,R,180,BEL,23.3,7-5 6-3,3,R32,88,11,3,67,46,33,12,11,2,3,1,6,59,37,28,8,10,6,9,108,498,174,306
2021-9522,Nottingham 2 CH,Grass,32,C,20210614,288,106045,,,Denis Kudla,R,180,USA,28.8,105943,,,Federico Gaio,R,180,ITA,29.2,4-6 6-3 6-2,3,R16,107,11,2,92,52,35,22,14,2,5,9,3,76,51,37,7,13,5,10,118,683,141,523
2010-545,Seoul CH,Hard,32,C,20101018,25,104229,1,,Yen Hsun Lu,R,180,TPE,27.1,104166,,,Alex Bogomolov Jr,R,178,RUS,27.4,6-4 6-4,3,QF,88,9,1,62,40,33,11,10,2,3,1,1,61,37,21,15,10,2,5,39,1116,212,233
2024-2871,Oeiras CH,Clay,32,C,20240513,240,200385,,Alt,Dan Added,U,,FRA,25.0,144972,5,,Geoffrey Blancaneaux,R,180,FRA,25.7,6-3 2-1 RET,3,Q1,80,1,1,42,26,19,8,6,3,4,0,2,43,20,11,11,6,3,6,407,118,236,255
1987-249,Travemunde CH,Clay,32,C,19870706,288,100595,8,,Ronnie Bathman,R,183,SWE,28.1,101166,,,Gustavo Garetto,R,190,ARG,21.9,3-6 6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,265,,325,
2019-9005,Ilkley CH,Grass,64,C,20190617,280,144707,15,,Mikael Ymer,R,183,SWE,20.7,105454,,Q,Brydan Klein,R,183,AUS,29.4,6-3 6-1,3,R32,66,2,2,53,37,26,7,8,9,11,4,3,57,33,17,7,8,8,14,125,453,355,61
2016-1539,Leon CH,Hard,32,C,20160328,282,103582,6,,Michael Berrer,L,193,GER,35.7,105512,,,Alexander Sarkissian,R,191,USA,25.9,7-6(3) 7-5,3,R32,92,6,2,73,46,35,15,12,3,5,7,4,74,47,30,14,12,2,5,118,493,163,354
2016-7316,Cary CH,Hard,32,C,20160912,279,104945,,Q,James Mcgee,R,183,IRL,29.2,105960,,,Evan King,L,185,USA,24.4,7-5 7-6(3),3,R32,105,3,4,66,37,29,17,12,1,3,2,1,74,44,26,18,12,2,5,257,198,361,127
1992-774,Cali CH,Hard,32,C,19920928,28,101531,7,,Mario Visconti,R,185,ITA,23.9,101897,2,,Fernando Meligeni,L,180,BRA,21.4,7-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,214,148,187,175
2021-4444,Bratislava 2 CH,Hard,32,C,20211108,289,144684,5,,Alex Molcan,L,178,SVK,23.9,104735,,Alt,Tobias Kamke,R,180,GER,35.4,6-2 6-2,3,R16,67,3,1,49,39,29,6,8,2,2,2,1,52,34,20,7,8,2,6,106,716,255,226
2022-7395,Buenos Aires CH,Clay,32,C,20220926,291,207678,,,Juan Manuel Cerundolo,L,183,ARG,20.8,106292,,Q,Hernan Casanova,U,,ARG,28.6,6-2 6-2,3,R16,66,1,2,47,28,20,12,8,3,4,1,2,44,35,17,4,8,1,6,178,302,236,215
2022-9351,Trieste CH,Clay,32,C,20220718,297,208859,,,Francesco Passaro,R,,ITA,21.5,105613,1,,Norbert Gombos,R,193,SVK,31.9,6-3 3-6 6-2,3,QF,102,2,1,68,43,29,17,13,0,2,1,3,80,47,33,13,13,7,11,187,282,116,468
