player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
203861,Kevin,Humphrey,U,19710202,USA,,
134814,Kevin,Daun,U,19950601,SWE,,
141816,Bruno,Zuleta,U,19860210,BOL,,
122501,Moritz,Buerchner,U,19900424,GER,,
147036,R,Travers,U,,USA,,
104559,Teymuraz,Gabashvili,R,19850523,RUS,188,Q337763
118731,Mickael,Ali Cayol,L,19830110,FRA,,
145822,,Manset,U,,USA,,
144441,Christian,Ritschka,R,19840204,AUT,,
146478,L,Munoz,U,,ESP,,
133694,Diego,Tavera,U,19910105,MEX,,
137135,Richard,Ashforth,U,19940902,RSA,,
142345,Mark,Tarjan,U,19861029,HUN,,
137503,Ranko Nikola,Vican,U,19720420,CRO,,
133253,Phumin,Srisangsitthisanti,U,19941205,THA,,
119862,Till,Jaekel,U,19850531,GER,,
116950,John S,Tooker,U,,USA,,
136085,Fernando Tolentino Bento Davilla,Davilla,U,19910911,BRA,,
147687,,Figaredo,U,,ESP,,
210480,Alberto,Puello ,U,20060818,DOM,,
149652,Erich,Goernemann,U,,GER,,
137493,Mark,Belkin,U,19930317,USA,,
102858,Valentino,Pest,R,19760912,GER,175,
110330,Bob,Joyner,U,,,,
206356,Ottaviano,Martini,U,19970906,ITA,,
116865,Bodo,Nitsche,U,19380824,GER,,
124820,Jacobus,Pretorius,U,19740324,RSA,,
142372,Lucas,Palmas,U,19821016,BRA,,
205605,Brock Stephen,Reiman,U,19900928,USA,,
133398,Philipp,Tarpischev,R,19940104,RUS,,
108760,Slim,Hamza,R,19920609,TUN,,
209590,Paul,Fitz Simmons,U,,IRL,,
139892,Juan Manuel,Yannuzzi,U,19790424,ARG,,
201874,Paul,Domanski,R,,POL,,
210573,Eric,Lindstrom,U,19981022,SWE,,
105429,Scott,Puodziunas,U,19891109,AUS,,Q105185801
147172,Archie,Oldham,U,,USA,,
150516,H L,Allen,U,,USA,,
132262,Filip,Nikolic,U,19931004,SRB,,
143491,Michal,Szoma,U,19830116,POL,,
210378,Federico,Mirgone,U,20001102,ARG,,
125596,Orestis,Garangiotis,U,,GRE,,
207426,Alester,Magalit,U,19981226,HKG,,
118763,Marek,Dvorak,U,19840227,CZE,,
134043,Markus,Strommer,U,19951219,AUT,,
129372,Juan Pablo,Lucio,U,19840415,COL,,
129298,Flavio,Marreti,U,19770323,BRA,,
137734,Bradley,Cumberbatch,U,19930803,GBR,,
134245,Tyler,Pham,U,19940318,USA,,
126860,Jhan,Fontalvo,U,19941219,COL,,
115479,Thomas,Flynn,U,,USA,,
208180,Chang Lin,Tsai,U,20010313,TPE,,
126032,Jesus,Escribano,R,,ESP,,
206329,Omar,Fields,U,19970306,AUS,,
107725,Masayoshi,Takeyari,R,19630730,JPN,,
119962,Nimrod,Perel,U,19850820,ISR,,
117323,Stanislaw,Szczukiewicz,U,,POL,,
201456,Jean,Bracculeri,U,,FRA,,
119300,Cyrille,Monet,U,19750115,FRA,,
117503,Aristotelis,Mouratoglou,L,19840621,GRE,,
147619,H,Jenkins,U,,AUS,,
105796,Barkin,Yalcinkale,U,19910625,TUR,,Q31293304
212587,Dzhordzho,Binda,U,,RUS,,
212319,Dick,Overstreet,U,,USA,,
211117,I,Burkman,U,,AUT,,
147019,H,Mey,U,,GER,,
113718,Evelyn,Bunbury,U,,GBR,,
107552,Laurent,Bram,R,19840331,LUX,,Q6501053
136806,Rodrigo,Freitas,R,19931107,POR,,
207524,Krzysztof,Gryszczuk,U,19981023,POL,,
128237,Tony,Yvanovich,U,19540824,USA,,
127280,Francesco,Faggella,U,19900524,ITA,,
110932,Denis,Galea,U,19630222,MLT,,
134402,Luc,Sciboz,U,19820422,SUI,,
100916,Armin,Kopf,R,19630423,GER,,
148116,Chip,Massey,U,,USA,,
141168,Ion,De Guzman,U,19790906,PHI,,
100081,Charlie,Pasarell,R,19440212,USA,185,Q1269243
131040,Michael,Cervantes,U,19600906,USA,,
105465,Armando Javier,Boschetti,U,19900115,ARG,,
102330,Simone,Sbardellati,R,19740202,ITA,,
151684,,Patton,U,,USA,,
211217,J,Green,U,,AUS,,
148144,Maurice,Landau,U,,MON,,
210770,Jannie,De Villiers,U,,RSA,,
120279,Yannick,Weihs,R,19880902,AUT,,
102619,Eddie,Jacques,R,19750712,USA,,
146681,Pablo,Curbelo,U,,PUR,,
135118,Jorge,Bouffier,U,19870515,MEX,,
130635,Josh,Vining,U,,USA,,
200067,Jack W,Van Slyke,R,19970305,CAN,,
206096,Gonzalo,Ferrer,U,20000825,ESP,,
208129,Gauthier,Cappello,U,20010621,FRA,,
106704,Carlos,Stocker,R,,ARG,,
132947,Maximilian,Boewer Stelter,R,19940616,GER,,
114965,Harry,Van Renssalaer,U,,USA,,
120560,Daniel,Cho,U,19850924,KOR,,
111629,Michael,Ingham,R,19760617,GBR,,
133546,Alexey,Kovalev,U,19980722,RUS,,
120778,Leury,Arias,U,19900201,DOM,,
127775,Edoardo,Paoletti,U,19950928,ITA,,
202418,Stijn,Slump,R,19990121,NED,,
148072,M,Jacobs,U,,GBR,,
110958,Viorel,Sotiriu,U,,ROU,,
201388,Maxime,Koshuba,R,,RUS,,
142795,Michael,Karcher,U,19860316,GER,,
151393,B,Graham,U,,USA,,
145256,Gunther,Thoms,U,,FRG,,
135893,Mihai Sorin,Dobre,U,19900511,ROU,,
137295,Irfan Dwi,Nurfianto,R,19940226,INA,,
136474,Aleksandar,Gajanovic,R,19830918,BIH,,
122837,Craig,Parkin,U,19670910,ZIM,,
109859,Jimmy,Parker,R,19430306,USA,,
127304,Bernard,Wezeman,U,19950806,NED,,
112136,A,Best,U,,AUS,,
143587,Hyun Woo,Kim,U,19750513,KOR,,
107587,Luis,Motivar,R,,COL,,
134988,Kirill,Kucherov,R,19900519,RUS,,
101118,Brian,Barker,R,19650312,USA,183,
103376,Gordon,Bergraaf,R,19790522,NED,,
143743,Yoram,Hes,U,19850913,CHI,,
147363,,Muli,U,,AUT,,
207320,Louis,Gorregues,U,20001004,FRA,,
117102,Helge,Plougmann,U,19080620,DEN,,Q16063874
200469,Iouri Sant,Syromolotov Netrebin,R,19970725,ESP,,
100909,Stefan,Heckmanns,R,19630406,GER,193,Q82392692
147784,Cees,Nieland,U,,NED,,
128553,Suhrob,Tairov,U,19830508,UZB,,
141255,Scott,Sajowitz,U,19840710,USA,,
112341,Tony,Ryan,U,,AUS,,
204747,Anton,Kratyuk,U,19820205,RUS,,
115600,Donald J,Lay Jr,U,,USA,,
142588,Shingo,Minato,R,19861008,JPN,,
143149,Lee,Friedman,U,19850813,USA,,
110379,Jim,Sheperd,U,,USA,,
137850,Nicolas,Iraira,U,19930617,CHI,,
151665,Paul,Martin,U,,USA,,
128561,Sebastian,Gonzalez Obregoso,U,19860612,PER,,
143275,Grant,Jarvie,U,19850522,AUS,,
135840,Jose Roberto,Peralta,U,19741106,BRA,,
100288,Tenny,Svensson,R,19520921,SWE,,Q18085229
212693,,,,,,,
119798,Fitrawan,Syam,U,19880527,INA,,
116656,Ray D,Thurber,U,,USA,,
119566,Turner,Hewitt,U,19850704,RSA,,
145445,A,Linon,U,,BEL,,
211151,Jeff,Frank,U,,USA,,
207843,Eber,Tiepermann,R,19980922,BRA,,
110937,Jose,Vilela,U,19510703,POR,,
118693,Mustafa,Ulukan,R,19850621,TUR,,
147058,Bob,Pratt,U,,USA,,
204880,Ali,Alasfoor,R,19950705,BRN,,
129889,Richard,Del Nunzio,R,19931207,USA,,
118115,Vassil,Slavov,U,19740823,BUL,,
207037,Henry,Billington,U,19091112,GBR,,Q3132631
101081,Massimo,Zampieri,R,19641106,ITA,,
143971,Goran,Popovic,U,19860927,CRO,,
112099,Abe A,Kay,U,,AUS,,
120485,Dominik,Jessenk,U,19890910,AUT,,
129052,Pooya,Aryanpour,U,19711110,IRI,,
128531,Ivelin,Iliev,U,19811021,BUL,,
121982,Gilles,De Gouy,U,19710731,FRA,,
133743,Vuk,Vuckovic,R,19950723,SRB,,
116780,Steve,Wilkinson,U,19410329,USA,,
135743,Jordan,Wright,R,19920718,AUS,,
143118,Jose,Fuenmayor,U,19860703,COL,,
202621,G,Harris,U,,NZL,,
121182,Celestin,Nkoueleue,U,19931205,CMR,,
129179,Massimo,Mascetti,U,19690118,ITA,,
112576,Alain,Lemyze,U,,FRA,,
207885,Louis,Delcour,U,20000120,FRA,,
103143,Simon,Pender,R,19780210,GBR,,
202831,Yoshito,Miyashita,U,19490313,JPN,,
125208,Mat,Schiller,U,19730331,USA,,
209829,A,Ferguson,U,,,,
128914,David,Halldorsson,U,19810429,ISL,,
128891,Petr,Kucera,U,19841008,CZE,,
116162,Theodore G,Fulton,U,,USA,,
124524,Vincent,Deneux,U,19690312,FRA,,
136931,Vincent,Cadona,U,19920813,AUS,,
117195,Ragnar,Hagen,U,19081009,NOR,,Q11996900
138909,Abidemi Olarewaju,Adebisi,U,19861209,NGR,,
109012,Claudio,Rizzo,U,19840123,ITA,,
145027,J,Leondis,U,,CYP,,
203899,Paul,Goetz,U,,USA,,
146795,William,Rawls,U,,USA,,
108746,Austen,Childs,U,19890223,NZL,,
147482,Dave,Kuenzli,U,,USA,,
135130,Vasif,Mutallibov,U,19771228,AZE,,
102833,Almos,Toth,R,19760731,HUN,,
118260,Daniel,Scholten,U,19800212,GER,,
124519,Fernando,Ibarrola,U,19670917,ARG,,
150015,M P,Mccarthy,U,,USA,,
107143,Gregor,Breznik,R,19700527,YUG,,
211831,Dave,Bonner,U,,USA,,
150144,R L,Treanor,U,,USA,,
200059,Yibing,Wu,R,19991014,CHN,183,Q28137186
210291,Gabriel,Evans,U,19960613,USA,,
107055,Ganesh,Vaidyanathan,R,19720821,IND,,
209728,Mike,Hatfield,U,,USA,,
139563,Fumiyuki,Suzuki,U,19781015,JPN,,
139111,Jonas,Bech Moller,U,19821101,DEN,,
104658,Gustavo,Ramirez,U,19860105,PAR,,
209554,Max,Patterson,U,,AUS,,
143639,Tomasz,Han,U,19850417,POL,,
131385,Olivier,Malisse,U,19770312,BEL,,
208300,Omni,Kumar,L,20011010,USA,,
116234,John,Tomlinson Jr,U,,USA,,
125691,Georges,Logelin,U,19410921,LUX,,
130683,Tomi,Winnig,U,19800205,BRA,,
139982,Matej,Plesnicar,U,19831104,SLO,,
147906,Chip,Travis,U,,USA,,
105658,Clifford,Enosoregbe,U,19901019,NGR,,
125656,Engin,Balas,U,19270613,TUR,,
102241,Piotr,Baranowski,R,19730701,POL,,
100724,Gary,Niebur,L,19610309,USA,188,
148352,Rikki,Lautenberg,U,,RSA,,
115467,Giles,Verstraten,U,,USA,,
104025,Amer,Delic,R,19820630,BIH,196,Q462949
135409,Ruslan,Rakhimov,R,19920904,RUS,,
131281,Rene,Bortoni,U,19720702,MEX,,
150557,J W,Prentiss,U,,USA,,
150406,,Rogers,U,,USA,,
141096,Mark,Weidmann,U,19640612,USA,,
124734,Timo,Luca,U,19730223,NED,,
113017,Francois,Terrier,U,,FRA,,
210914,Robin,Elliott,U,,CAN,,
114913,Charles R,Hunt,U,,USA,,
116896,Hc,Coulter,U,,USA,,
208044,Etienne,Donnet,U,20010216,FRA,,
127926,Omar,Abounnour,L,19970824,MAR,,
209375,Michael Alejandro,Beltran Rubio,U,20011106,COL,,
100606,Mike,Bauer,R,19590629,USA,188,Q1490111
210219,Yeray,Andres Pastor,U,20040106,ESP,,
134923,Tomas Salvador,Martinez,R,19930530,CHI,,
143002,Justin,Menolascino,U,19801124,USA,,
133802,Rajdeep,Reddy,U,19950415,IND,,
129517,Daniel,Sanchez Montiel,U,19900210,ESP,,
105345,Sean,Thornley,R,19890531,GBR,,Q7441491
152057,G P,Holt,U,,GBR,,
131747,Piotr,Palczewski,U,,POL,,
212031,Nikola,Puntaric,U,,SLO,,
142263,Daniel,Suarez,U,19860728,MEX,,
109113,Roger,Krajcovic,U,19810919,HUN,,
113475,Jack D,Forbes,U,,RSA,,
134045,Marek,Lukacovic,U,19960210,SVK,,
124335,Ramin,Pejan,U,19770302,CAN,,
122252,Antoine,Leduc,U,19880124,CAN,,
135220,Xing Bang,Liu,U,19930728,CHN,,
148590,J L,Mendoza,U,,ESP,,
130462,Piotr,Kropiwnicki,U,19911206,POL,,
206594,Moritz,Trocker,U,20000422,ITA,,
149207,A,Godoy,U,,ESP,,
124998,Scott,Hansen,U,19711008,USA,,
123899,Chinmay,Pradhan,R,19911207,IND,,
113973,Arthur Sydney,Tabor,U,18521109,GBR,,Q711651
140293,Alex,Delhelle,U,19790217,FRA,,
132665,John,Speicher,U,19981027,USA,,
113566,Theodore Michel,Mavrogordato,R,18830731,GBR,,Q13422832
132014,Shin,Hayasaka,R,19890306,JPN,,
137268,Franco,Rubio,R,19940716,MEX,,
126947,Cristiano,Compagnone,U,19940727,ITA,,
137536,Kriss,Baglais,U,19901013,LAT,,
137921,Arjun,Singh Phor,R,19920310,IND,,
114211,Hb,Routledge,U,,GBR,,
115502,Elbert R,Lewis,U,,USA,,
136617,Anandone,Khamphoumy,U,19961019,LAO,,
127746,Dennis,Krisch,U,19930506,GER,,
207389,Nini Gabriel,Dica,R,20010429,ROU,,
131410,Scott,Perry,U,19760518,AUS,,
142660,Tarek Nadir,Ben Habiles,U,19860420,ALG,,
128903,Konrad,Gasiorek,R,19880413,CAN,,
204960,Bradley Weston,Wendt,U,19880525,USA,,
132372,Tristan,Houle,U,19970712,CAN,,
107534,Kush,Bhardwaj,R,19631201,KEN,,
130997,Christophe,Balleys,U,19770222,SUI,,
142919,Vincent,Bonnetain,U,19770408,FRA,,
142945,Lorent,Zaug,U,19720805,FRA,,
202226,David,Juras,R,19991121,SVK,,
142589,Eiji,Kanamoto,R,19731222,JPN,,
105997,Daiki,Kondo,U,19920515,JPN,,
105461,Francesc,Montanes Roca,R,19900109,ESP,180,Q28839972
117738,Alessandro,Diaferia,U,,ITA,,
149251,C,Gabriel,U,,AUS,,
101268,Audun,Jensen,R,19660722,NOR,178,Q64212525
138960,Joseph,Zingui,U,19850507,CMR,,
133170,Marco,Lopez,U,19980806,CHI,,
120126,Raphael,Jannel,U,19870619,FRA,,
128238,Danny,Kim,U,19781209,USA,,
143505,Decio,Raven,U,19650610,VEN,,
131655,Gustavo,Hernandez,U,19760420,ESP,,
202142,Mikhail,Sokolovskiy,L,19990315,RUS,,
144209,Joseph,Smith,U,19820421,USA,,
110350,Harold,Hunt,R,,AUS,,
125907,Marc,Chiva,U,,ESP,,
109732,Enrique,Bogo,U,19950724,BRA,,
127029,Konrad,Zieba,U,19950722,USA,,
204843,Roy,Camara De Freitas,U,19980415,MEX,,
125451,Terry,London,U,19701227,USA,,
148125,Jim,Walker,U,,USA,,
144619,Rafael,Braga,U,19880122,BRA,,
202918,Luis C,Moreira,U,19491201,BRA,,
204888,Athanasios,Bilis,R,19990403,GRE,,
133632,Sebastian,Heim,U,19950302,GER,,
120747,Georges,Wambo,R,19821201,CMR,,
202020,Petr,Kiikinen,U,,FIN,,
201197,Francois,Paulin,R,,FRA,,
135436,Philip,Meyer,U,19910513,SUI,,
122523,Robert,Carter,U,19930713,GBR,,
109832,Ezzat,Nemati,U,,UAE,,
146733,S,Ferrante,U,,ITA,,
206775,Zandrix,Acob,U,19960312,USA,,
143736,Nestor,Viveros,U,19700413,CHI,,
104411,Amar,Zubcevic,U,19840809,SUI,,
144566,Javier,Rodriguez Acosta,U,19640416,ESP,,
121784,Daniel,Leitner,U,19920415,GER,,
127875,Brandon L,Sutter,U,19950209,USA,,
100714,Broderick,Dyke,L,19601231,AUS,183,Q464343
131777,Vadim,Kapustin,U,19811231,ISR,,
101720,Agustin,Garizzio,R,19700319,ARG,185,Q4694624
105991,Shu,Saito,U,19920504,JPN,,
122064,Kirill,Lazutin,R,19940422,RUS,,
202973,Kelly,Jones,R,19640531,USA,,
206905,Louis,Herman,U,20010503,BEL,,
210559,Esteban,Beaumelle Munoz,U,20070424,BOL,,
143026,Marco,Cavallini,R,19820809,SUI,,
120105,Adrian,Ludwikiewicz,U,19770929,POL,,
146861,Ron,Nissley,U,,USA,,
200640,Lucas,Vuradin,R,19990126,AUS,,
104745,Rafael,Nadal,L,19860603,ESP,185,Q10132
129136,Emmanuel,Olivier,U,19851227,MEX,,
133680,Huixin,Wang,U,19960804,CHN,,
130958,Axel,Kuhn,U,19730101,GER,,
120342,Martin,Di Mella,U,19881226,ARG,,
127982,Manuel,Steinbach,R,19830917,GER,,
207816,Joaquin,Ledesma,U,20001019,ARG,,
129444,Joseph,Dewhurst,R,19840824,GBR,,
124489,Juan,Lomba Diego,U,19640505,ESP,,
106218,Marcos,Giron,R,19930724,USA,180,Q17478053
147739,P,Mena,U,,COL,,
145081,Ellis,Williamson,U,,USA,,
105125,Edesio,Semencato,U,19880321,BRA,,
205651,Tassos,Venetis,U,19820209,GRE,,
137866,Juan Manuel,Sevilla,U,19950104,BOL,,
116189,O H P,Pepper,U,,USA,,
105553,Ty,Trombetta,R,19900521,USA,,
115372,Lindsay,Dunham,U,,USA,,
202607,Gerardo,Wortelboer,U,,ARG,,
104337,Stephen,Amritraj,R,19840328,IND,,Q7608588
208230,Alibek,Kachmazov,R,20020817,RUS,,Q71077516
104988,Vivek,Shokeen,R,19870731,IND,,Q100606534
111495,Nassim,Slilam,R,19900221,FRA,,
145910,,Legnani,U,,,,
134274,Ian,Ojon,R,19960326,USA,,
201815,Frank,Hoeschele,R,,GER,,
113999,William Cecil,Marshall,U,18490429,GBR,,
111261,Nathan,Overholser,L,19790623,USA,,
150828,K C,Kerr,U,,USA,,
102025,Mikael,Tillstrom,R,19720305,SWE,185,Q1301386
211878,W C,Gillespie,U,,GBR,,
150190,G T,Putnam,U,,USA,,
119787,Eugenio,Romero,U,19830922,MEX,,
127385,Iasson,Vlavianos,U,19910529,GRE,,
136993,Guilherme Oliveira,Gui Rocha,U,19940105,BRA,,
106509,Alvaro,Garron,R,,BOL,,
212304,Julian,Desousa,U,,NED,,
149260,Bob,Lombardi,U,,USA,,
108438,Tony,Trear,R,,USA,,
149608,Clarence,Dodge,U,18770726,USA,,
148000,Stan,Bourne,U,,USA,,
129927,Scott,Lieberman,U,19870901,USA,,
143937,Haroon,Jafarey Hall,U,19870428,AUS,,
150114,Ralph,Grossman,U,,USA,,
100855,Scott,Davis,R,19620827,USA,188,Q1373440
207534,Romain,Douvre,U,19900817,FRA,,
135877,Kazuyoshi,Hirose,U,19871014,JPN,,
208462,Amarnath,Arora,U,19980223,IND,,
147934,Renato,Piccoli,U,,ITA,,
137298,Ibrahim,Ali,U,19920603,INA,,
200195,Bojan,Jankulovski,L,19981127,MKD,,
114157,Major,Battye,U,,GBR,,
104056,Roko,Karanusic,R,19820905,CRO,183,Q458079
116665,Joseph Sill,Clark,U,18611130,USA,,
121443,Gabriele,Dutto,R,19880515,ITA,,
121518,Ethan,Farbman,U,19800606,HKG,,
143575,Daniel,Dreher,U,19780603,GER,,
131400,Michael,Nagler,U,19741002,ISR,,
123743,Kevin,Kylar,R,19940926,CAN,,
123491,Mark,Lupton Smith,U,19670728,RSA,,
126501,Adrian,Legarreta,U,19950723,ESP,,
207956,Jan,Marancak,U,20000110,CZE,,
144373,Kevin,Richter,U,19850627,AUT,,
130382,Bruno,Pugliesi,U,19921212,PER,,
110634,Matthew,Allare,U,19890319,USA,,
211839,Jack,Preston,U,,USA,,
210682,Federico,Bondioli,U,20050516,ITA,,
122999,Enrique Pedro,Ruiz Abellan,U,19681004,ESP,,
118569,Sunesh,Vather,U,19840402,RSA,,
206811,Juan,Martin,U,19980318,ARG,,
114955,Geoffrey,Radford,U,,AUS,,
117334,Jozef,Orlikowski,U,19340819,POL,,
149874,H H,Herdman,U,,USA,,
150476,Franklin,Allen,U,,USA,,
105094,Paris,Gemouchidis,R,19880212,GRE,175,Q7137288
143252,Tomas,Hvamb,U,19750815,NOR,,
142695,Mariano,Castillo,U,19831005,ARG,,
107951,Paul,Scholtz,R,,USA,,
112794,Leslie,Godfree,U,18850427,GBR,,
101216,Olli,Rahnasto,R,19651228,FIN,183,Q13550
210815,Javier,Sanjines,U,,USA,,
211865,Amat,Widjaja,U,,INA,,
112240,J,Kent,U,,AUS,,
209529,Gerry,Waldron,U,,IRL,,
116501,Cs,Landers,U,,USA,,
133676,Yuya,Tsunoda,U,19881224,JPN,,
116006,J Harry,Masson Jr,U,,USA,,
152079,Henry,Negretti,U,,GBR,,
200627,Julien,Evrard,R,19981002,FRA,,
107910,P,Fioroni,R,,ITA,,
131783,Itai,Madhalla,U,19810606,ISR,,
135529,Travis,Boon,U,19950211,AUS,,
116036,I,Lyons,U,,USA,,
203604,Lukas,Thomas,U,19730120,CZE,,
101482,Markus,Zoecke,R,19680510,GER,196,Q72167
127171,Hugo,Gallinaro,U,19930107,FRA,,
120296,Endika,Villacorta Rollan,U,19860217,ESP,,
143879,Pierre,Bonnewyn,R,19820610,BEL,,
101454,Sebastian,Soerensen,R,19680311,ITA,,
202537,Gaston,Escofet Gispert,U,,ESP,,
209618,Ivan,Mikysa,U,,USA,,
144781,John Patrick,Mullane,U,19940804,USA,,
118503,Erick,Martinez,U,19821108,MEX,,
130862,Angel,Aquino,U,19760427,VEN,,
211052,Eberhard,Wensky,U,,GER,,
125680,Andreas,Manuilidis,U,,GRE,,
